"","class","spcs","id","nodeid","parent","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"1","GS","dougfir","df737g4",96,NA,1,2,1.11307901907357,-0.717983651226158,1.94155844155844,0.344155844155844
"2","GS","dougfir","df737g4",108,"96",0.75,2,0.658620689655173,-0.231034482758621,0.681818181818182,0.170454545454545
"3","GS","dougfir","df737g4",120,"108",0.75,3,0.405684754521964,NA,1.84074074074074,NA
"4","GS","dougfir","df737g4",110,"108",0.25,2,0.435483870967742,-0.145161290322581,0.176666666666667,0.116666666666667
"5","GS","dougfir","df737g4",122,"110",0,NA,NA,NA,NA,NA
"6","GS","dougfir","df737g4",5,"110",0,NA,NA,NA,NA,NA
"7","GS","dougfir","df737g4",132,"120",0,NA,NA,NA,NA,NA
"8","GS","dougfir","df737g4",121,"120",0.5,2,0.671052631578947,-0.131578947368421,1.5506329113924,0.462025316455696
"9","GS","dougfir","df737g4",134,"120",0.25,2,0.53,-0.07,0.105555555555556,0.0537037037037037
"10","GS","dougfir","df737g4",109,"134",0,NA,NA,NA,NA,NA
"11","GS","dougfir","df737g4",7,"134",0,NA,NA,NA,NA,NA
"12","GS","dougfir","df737g4",37,"121",0.5,2,0.573770491803279,0.180327868852459,1.01162790697674,0.186046511627907
"13","GS","dougfir","df737g4",133,"121",0.25,2,0.560975609756098,-0.0731707317073171,0.185534591194969,0.128930817610063
"14","GS","dougfir","df737g4",22,"133",0,NA,NA,NA,NA,NA
"15","GS","dougfir","df737g4",6,"133",0,NA,NA,NA,NA,NA
"16","GS","dougfir","df737g4",52,"37",0,NA,NA,NA,NA,NA
"17","GS","dougfir","df737g4",67,"37",0.25,2,0.641304347826087,-0.119565217391304,0.29126213592233,0.184466019417476
"18","GS","dougfir","df737g4",82,"67",0,NA,NA,NA,NA,NA
"19","GS","dougfir","df737g4",97,"67",0,NA,NA,NA,NA,NA
"20","GS","dougfir","df737g4",38,"96",0.5,3,0.270833333333333,NA,3.24932249322493,NA
"21","GS","dougfir","df737g4",9,"38",0.25,2,0.525316455696202,0.0822784810126582,0.538109756097561,0.513719512195122
"22","GS","dougfir","df737g4",69,"38",0.25,2,0.133423180592992,0.0148247978436658,0.531372549019608,0.292156862745098
"23","GS","dougfir","df737g4",53,"38",0.5,3,0.475694444444444,NA,0.116343490304709,NA
"24","GS","dougfir","df737g4",68,"53",0,NA,NA,NA,NA,NA
"25","GS","dougfir","df737g4",111,"53",0.25,2,0.608695652173913,0,0.911764705882353,0.735294117647059
"26","GS","dougfir","df737g4",135,"53",0.25,2,0.706896551724138,0.103448275862069,1.53076923076923,1.39230769230769
"27","GS","dougfir","df737g4",83,"135",0,NA,NA,NA,NA,NA
"28","GS","dougfir","df737g4",123,"135",0,NA,NA,NA,NA,NA
"29","GS","dougfir","df737g4",98,"111",0,NA,NA,NA,NA,NA
"30","GS","dougfir","df737g4",8,"111",0,NA,NA,NA,NA,NA
"31","GS","dougfir","df737g4",24,"9",0,NA,NA,NA,NA,NA
"32","GS","dougfir","df737g4",39,"9",0,NA,NA,NA,NA,NA
"33","GS","dougfir","df737g4",84,"69",0,NA,NA,NA,NA,NA
"34","GS","dougfir","df737g4",99,"69",0,NA,NA,NA,NA,NA
"35","GS","dougfir","df788g4",128,NA,1,2,0.63125,-0.170833333333333,1.71311475409836,1.10109289617486
"36","GS","dougfir","df788g4",31,"128",0.833333333333333,2,0.742857142857143,-0.153246753246753,3.82142857142857,2.08928571428571
"37","GS","dougfir","df788g4",140,"128",0.333333333333333,2,0.527149321266968,-0.101809954751131,0.739805825242718,0.0368932038834951
"38","GS","dougfir","df788g4",60,"140",0,NA,NA,NA,NA,NA
"39","GS","dougfir","df788g4",75,"140",0.333333333333333,2,0.539568345323741,-0.100719424460432,0.327900552486188,0.0709944751381215
"40","GS","dougfir","df788g4",91,"75",0,NA,NA,NA,NA,NA
"41","GS","dougfir","df788g4",76,"75",0.166666666666667,2,0.533707865168539,0.050561797752809,0.725806451612903,0.00537634408602149
"42","GS","dougfir","df788g4",61,"76",0,NA,NA,NA,NA,NA
"43","GS","dougfir","df788g4",46,"76",0,NA,NA,NA,NA,NA
"44","GS","dougfir","df788g4",141,"31",0,NA,NA,NA,NA,NA
"45","GS","dougfir","df788g4",129,"31",0.833333333333333,2,0.628985507246377,-0.257971014492754,1.47422680412371,0.88659793814433
"46","GS","dougfir","df788g4",117,"129",0,NA,NA,NA,NA,NA
"47","GS","dougfir","df788g4",105,"129",0.666666666666667,2,0.663398692810458,-0.199346405228758,1.65350877192982,0.881578947368421
"48","GS","dougfir","df788g4",18,"105",0.666666666666667,2,0.626893939393939,-0.259469696969697,2.91477272727273,1.64204545454545
"49","GS","dougfir","df788g4",17,"105",0.166666666666667,2,0.46830985915493,0.172535211267606,0.494809688581315,0.290657439446367
"50","GS","dougfir","df788g4",32,"17",0,NA,NA,NA,NA,NA
"51","GS","dougfir","df788g4",47,"17",0,NA,NA,NA,NA,NA
"52","GS","dougfir","df788g4",33,"18",0,NA,NA,NA,NA,NA
"53","GS","dougfir","df788g4",48,"18",0.5,2,0.61965811965812,-0.200854700854701,2.23214285714286,1.25
"54","GS","dougfir","df788g4",63,"48",0,NA,NA,NA,NA,NA
"55","GS","dougfir","df788g4",78,"48",0.5,2,0.580729166666667,0.299479166666667,0.65,0.00454545454545457
"56","GS","dougfir","df788g4",93,"78",0,NA,NA,NA,NA,NA
"57","GS","dougfir","df788g4",62,"78",0.333333333333333,2,0.64792899408284,-0.13905325443787,2.26388888888889,0.972222222222222
"58","GS","dougfir","df788g4",77,"62",0,NA,NA,NA,NA,NA
"59","GS","dougfir","df788g4",106,"62",0.333333333333333,2,0.526315789473684,-0.0526315789473684,1.23118279569892,0.209677419354839
"60","GS","dougfir","df788g4",107,"106",0,NA,NA,NA,NA,NA
"61","GS","dougfir","df788g4",118,"106",0.166666666666667,2,0.675324675324675,-0.025974025974026,0.794736842105263,0.00526315789473682
"62","GS","dougfir","df788g4",130,"118",0,NA,NA,NA,NA,NA
"63","GS","dougfir","df788g4",119,"118",0,NA,NA,NA,NA,NA
"64","GS","dougfir","df888g4",18,NA,1,2,0.651010101010101,-0.281313131313131,1.0981308411215,0.0700934579439252
"65","GS","dougfir","df888g4",108,"18",1,2,0.639219934994583,-0.149512459371614,0.918181818181818,0.254545454545455
"66","GS","dougfir","df888g4",33,"18",0.5,2,1.0327868852459,0.423497267759563,3.64,0.688
"67","GS","dougfir","df888g4",93,"33",0.333333333333333,2,0.54932735426009,0.0381165919282512,0.705962059620596,0.497289972899729
"68","GS","dougfir","df888g4",78,"33",0,NA,NA,NA,NA,NA
"69","GS","dougfir","df888g4",106,"93",0,NA,NA,NA,NA,NA
"70","GS","dougfir","df888g4",118,"93",0.333333333333333,2,0.592105263157895,-0.162280701754386,0.844155844155844,0.0129870129870129
"71","GS","dougfir","df888g4",130,"118",0,NA,NA,NA,NA,NA
"72","GS","dougfir","df888g4",17,"118",0.166666666666667,2,0.88953488372093,-0.180232558139535,0.5546875,0.2109375
"73","GS","dougfir","df888g4",32,"17",0,NA,NA,NA,NA,NA
"74","GS","dougfir","df888g4",142,"17",0,NA,NA,NA,NA,NA
"75","GS","dougfir","df888g4",120,"108",0.5,3,0.595132743362832,NA,0.811369509043928,NA
"76","GS","dougfir","df888g4",34,"120",0.5,2,0.614478114478114,-0.18013468013468,1.6304347826087,0.0434782608695653
"77","GS","dougfir","df888g4",109,"120",0.333333333333333,3,0.670868347338936,NA,2.36458333333333,NA
"78","GS","dougfir","df888g4",132,"120",0.333333333333333,2,0.654411764705882,0.0294117647058824,0.718253968253968,0.0595238095238095
"79","GS","dougfir","df888g4",19,"132",0.166666666666667,2,0.763440860215054,0.575268817204301,1.71428571428571,1.33673469387755
"80","GS","dougfir","df888g4",107,"132",0.166666666666667,2,0.85,0.326470588235294,2.5421686746988,1.36144578313253
"81","GS","dougfir","df888g4",133,"107",0,NA,NA,NA,NA,NA
"82","GS","dougfir","df888g4",1,"107",0,NA,NA,NA,NA,NA
"83","GS","dougfir","df888g4",3,"19",0,NA,NA,NA,NA,NA
"84","GS","dougfir","df888g4",20,"19",0,NA,NA,NA,NA,NA
"85","GS","dougfir","df888g4",94,"34",0.333333333333333,2,0.735169491525424,0.120762711864407,0.503424657534247,0.0719178082191781
"86","GS","dougfir","df888g4",49,"34",0.166666666666667,2,0.534883720930233,-0.062015503875969,0.386363636363636,0.0292207792207792
"87","GS","dougfir","df888g4",64,"49",0,NA,NA,NA,NA,NA
"88","GS","dougfir","df888g4",79,"49",0,NA,NA,NA,NA,NA
"89","GS","dougfir","df888g4",95,"94",0.166666666666667,2,0.793103448275862,0.0413793103448276,2.17460317460317,0.158730158730159
"90","GS","dougfir","df888g4",35,"94",0.166666666666667,2,0.853960396039604,0.349009900990099,3.06547619047619,0.0892857142857143
"91","GS","dougfir","df888g4",50,"35",0,NA,NA,NA,NA,NA
"92","GS","dougfir","df888g4",80,"35",0,NA,NA,NA,NA,NA
"93","GS","dougfir","df888g4",131,"95",0,NA,NA,NA,NA,NA
"94","GS","dougfir","df888g4",143,"95",0,NA,NA,NA,NA,NA
"95","GS","dougfir","df888g4",21,"109",0.333333333333333,2,0.657142857142857,0.188571428571429,1.57865168539326,0.106741573033708
"96","GS","dougfir","df888g4",96,"109",0.166666666666667,2,0.425806451612903,0.0580645161290323,0.265895953757225,0.0867052023121387
"97","GS","dougfir","df888g4",4,"109",0,NA,NA,NA,NA,NA
"98","GS","dougfir","df888g4",36,"21",0,NA,NA,NA,NA,NA
"99","GS","dougfir","df888g4",51,"21",0.166666666666667,2,0.47972972972973,0.0540540540540541,0.886666666666667,0.586666666666667
"100","GS","dougfir","df888g4",66,"51",0,NA,NA,NA,NA,NA
"101","GS","dougfir","df888g4",81,"51",0,NA,NA,NA,NA,NA
"102","GS","dougfir","df888g4",5,"96",0,NA,NA,NA,NA,NA
"103","GS","dougfir","df888g4",22,"96",0,NA,NA,NA,NA,NA
"104","GS","dougfir","df888g4",37,"108",0.833333333333333,2,0.616071428571428,0.15728021978022,1.44520547945206,0.445205479452055
"105","GS","dougfir","df888g4",52,"37",0.5,2,0.462574850299401,0.202095808383234,2.74657534246575,0.417808219178082
"106","GS","dougfir","df888g4",67,"52",0,NA,NA,NA,NA,NA
"107","GS","dougfir","df888g4",82,"52",0.5,2,0.632882882882883,-0.141891891891892,0.911255411255411,0.344155844155844
"108","GS","dougfir","df888g4",97,"82",0,NA,NA,NA,NA,NA
"109","GS","dougfir","df888g4",6,"82",0.333333333333333,2,0.630813953488372,-0.159883720930233,1.61068702290076,0.618320610687023
"110","GS","dougfir","df888g4",7,"6",0,NA,NA,NA,NA,NA
"111","GS","dougfir","df888g4",23,"6",0.333333333333333,2,0.588235294117647,-0.0735294117647059,0.776923076923077,0.492307692307692
"112","GS","dougfir","df888g4",110,"23",0,NA,NA,NA,NA,NA
"113","GS","dougfir","df888g4",8,"23",0.166666666666667,2,0.977777777777778,0.5,3.36486486486486,1.33783783783784
"114","GS","dougfir","df888g4",122,"8",0,NA,NA,NA,NA,NA
"115","GS","dougfir","df888g4",38,"8",0,NA,NA,NA,NA,NA
"116","GS","dougfir","df888g4",53,"37",0.833333333333333,2,0.488454706927176,-0.245115452930728,1.32246376811594,0.757246376811594
"117","GS","dougfir","df888g4",68,"53",0.333333333333333,2,0.558394160583942,-0.113138686131387,0.486062717770035,0.200348432055749
"118","GS","dougfir","df888g4",83,"68",0,NA,NA,NA,NA,NA
"119","GS","dougfir","df888g4",98,"68",0.166666666666667,2,0.657608695652174,0.0489130434782609,1.21341463414634,0.469512195121951
"120","GS","dougfir","df888g4",111,"98",0,NA,NA,NA,NA,NA
"121","GS","dougfir","df888g4",123,"98",0,NA,NA,NA,NA,NA
"122","GS","dougfir","df888g4",135,"53",0.666666666666667,3,0.525423728813559,NA,2.68803418803419,NA
"123","GS","dougfir","df888g4",9,"135",0,NA,NA,NA,NA,NA
"124","GS","dougfir","df888g4",24,"135",0.333333333333333,3,0.476767676767677,NA,0.749654218533887,NA
"125","GS","dougfir","df888g4",39,"24",0,NA,NA,NA,NA,NA
"126","GS","dougfir","df888g4",54,"24",0,NA,NA,NA,NA,NA
"127","GS","dougfir","df888g4",69,"24",0.166666666666667,2,0.569767441860465,0.0348837209302326,0.74609375,0.19921875
"128","GS","dougfir","df888g4",84,"69",0,NA,NA,NA,NA,NA
"129","GS","dougfir","df888g4",99,"69",0,NA,NA,NA,NA,NA
"130","GS","dougfir","df888g4",112,"135",0.5,3,0.583554376657825,NA,1.26333333333333,NA
"131","GS","dougfir","df888g4",57,"112",0.333333333333333,3,0.791358024691358,NA,1.28838951310861,NA
"132","GS","dougfir","df888g4",124,"112",0.333333333333333,2,0.601382488479263,-0.145161290322581,1.09598214285714,0.640625
"133","GS","dougfir","df888g4",136,"124",0,NA,NA,NA,NA,NA
"134","GS","dougfir","df888g4",100,"124",0.166666666666667,2,0.493827160493827,0.0246913580246913,2.6421568627451,0.544117647058824
"135","GS","dougfir","df888g4",10,"100",0,NA,NA,NA,NA,NA
"136","GS","dougfir","df888g4",25,"100",0,NA,NA,NA,NA,NA
"137","GS","dougfir","df888g4",40,"112",0.333333333333333,2,0.563583815028902,-0.101156069364162,1.76515151515152,0.962121212121212
"138","GS","dougfir","df888g4",11,"40",0.333333333333333,2,0.743478260869565,-0.152173913043478,3.42452830188679,0.462264150943396
"139","GS","dougfir","df888g4",55,"40",0.166666666666667,2,0.625,0.125,0.375,0.0472222222222222
"140","GS","dougfir","df888g4",70,"55",0,NA,NA,NA,NA,NA
"141","GS","dougfir","df888g4",85,"55",0,NA,NA,NA,NA,NA
"142","GS","dougfir","df888g4",26,"11",0,NA,NA,NA,NA,NA
"143","GS","dougfir","df888g4",12,"11",0.166666666666667,2,0.504854368932039,-0.0485436893203883,0.343949044585987,0.0191082802547771
"144","GS","dougfir","df888g4",27,"12",0,NA,NA,NA,NA,NA
"145","GS","dougfir","df888g4",42,"12",0,NA,NA,NA,NA,NA
"146","GS","dougfir","df888g4",72,"57",0.333333333333333,2,0.57843137254902,-0.15359477124183,0.911764705882353,0.289915966386555
"147","GS","dougfir","df888g4",113,"57",0.333333333333333,2,0.619318181818182,-0.0795454545454546,4.02205882352941,2.30147058823529
"148","GS","dougfir","df888g4",56,"57",0.166666666666667,2,0.280448717948718,0.0016025641025641,1.98089171974522,0.00636942675159233
"149","GS","dougfir","df888g4",71,"56",0,NA,NA,NA,NA,NA
"150","GS","dougfir","df888g4",86,"56",0,NA,NA,NA,NA,NA
"151","GS","dougfir","df888g4",101,"72",0,NA,NA,NA,NA,NA
"152","GS","dougfir","df888g4",87,"72",0.166666666666667,2,0.526785714285714,0.0178571428571429,2.83108108108108,0.101351351351351
"153","GS","dougfir","df888g4",102,"87",0,NA,NA,NA,NA,NA
"154","GS","dougfir","df888g4",114,"87",0,NA,NA,NA,NA,NA
"155","GS","dougfir","df888g4",138,"113",0,NA,NA,NA,NA,NA
"156","GS","dougfir","df888g4",126,"113",0.166666666666667,2,0.646341463414634,-0.00406504065040651,2.6025641025641,0.183760683760684
"157","GS","dougfir","df888g4",125,"126",0,NA,NA,NA,NA,NA
"158","GS","dougfir","df888g4",137,"126",0,NA,NA,NA,NA,NA
"159","GS","dougfir","df896g4",13,NA,1,2,0.518453427065026,-0.344463971880492,1.57971014492754,0.840579710144927
"160","GS","dougfir","df896g4",28,"13",0,NA,NA,NA,NA,NA
"161","GS","dougfir","df896g4",43,"13",0.8,2,0.592668024439919,-0.35030549898167,2.48039215686275,1.2843137254902
"162","GS","dougfir","df896g4",58,"43",0,NA,NA,NA,NA,NA
"163","GS","dougfir","df896g4",73,"43",0.6,3,0.628509719222462,NA,1.13114754098361,NA
"164","GS","dougfir","df896g4",59,"73",0.4,2,0.527888446215139,0.260956175298805,1.81640625,0.17578125
"165","GS","dougfir","df896g4",128,"73",0.6,3,0.579870729455217,NA,1.59447983014862,NA
"166","GS","dougfir","df896g4",88,"73",0.4,2,0.369731800766284,-0.147509578544061,1.31782945736434,0.279069767441861
"167","GS","dougfir","df896g4",103,"88",0,NA,NA,NA,NA,NA
"168","GS","dougfir","df896g4",115,"88",0.4,3,0.503703703703704,NA,1.07611940298507,NA
"169","GS","dougfir","df896g4",127,"115",0,NA,NA,NA,NA,NA
"170","GS","dougfir","df896g4",139,"115",0,NA,NA,NA,NA,NA
"171","GS","dougfir","df896g4",14,"115",0.2,2,0.524390243902439,-0.0609756097560976,0.983809523809524,0.0733333333333333
"172","GS","dougfir","df896g4",29,"14",0,NA,NA,NA,NA,NA
"173","GS","dougfir","df896g4",44,"14",0,NA,NA,NA,NA,NA
"174","GS","dougfir","df896g4",74,"59",0,NA,NA,NA,NA,NA
"175","GS","dougfir","df896g4",89,"59",0.2,2,0.429292929292929,0.0808080808080808,1.05686274509804,0.0215686274509804
"176","GS","dougfir","df896g4",104,"89",0,NA,NA,NA,NA,NA
"177","GS","dougfir","df896g4",116,"89",0,NA,NA,NA,NA,NA
"178","GS","dougfir","df896g4",45,"128",0,NA,NA,NA,NA,NA
"179","GS","dougfir","df896g4",60,"128",0.4,3,0.494918699186992,NA,2.03632478632479,NA
"180","GS","dougfir","df896g4",15,"128",0,NA,NA,NA,NA,NA
"181","GS","dougfir","df896g4",75,"60",0,NA,NA,NA,NA,NA
"182","GS","dougfir","df896g4",90,"60",0,NA,NA,NA,NA,NA
"183","GS","dougfir","df896g4",105,"60",0.4,3,0.46078431372549,NA,1.53381642512077,NA
"184","GS","dougfir","df896g4",117,"105",0,NA,NA,NA,NA,NA
"185","GS","dougfir","df896g4",129,"105",0,NA,NA,NA,NA,NA
"186","GS","dougfir","df896g4",141,"105",0.4,2,0.580097087378641,0.235436893203883,0.77027027027027,0.265765765765766
"187","GS","dougfir","df896g4",16,"141",0,NA,NA,NA,NA,NA
"188","GS","dougfir","df896g4",31,"141",0.2,2,0.788690476190476,0.264880952380952,1.62608695652174,0.0869565217391304
"189","GS","dougfir","df896g4",46,"31",0,NA,NA,NA,NA,NA
"190","GS","dougfir","df896g4",76,"31",0,NA,NA,NA,NA,NA
"191","GS","dougfir","dfg2",28,NA,1,2,1.4492385786802,-0.214043993231811,0.910798122065728,0.145539906103286
"192","GS","dougfir","dfg2",121,"28",1,2,0.324008138351984,0.0198372329603255,0.782208588957055,0.242331288343558
"193","GS","dougfir","dfg2",58,"28",0.8,2,0.289041095890411,-0.212328767123288,0.291111111111111,0.00666666666666666
"194","GS","dougfir","dfg2",73,"58",0,NA,NA,NA,NA,NA
"195","GS","dougfir","dfg2",88,"58",0.6,2,0.677595628415301,0.0437158469945356,1.453125,0.03125
"196","GS","dougfir","dfg2",49,"88",0.4,2,0.599137931034483,0.258620689655172,1.54395604395604,0.730769230769231
"197","GS","dougfir","dfg2",103,"88",0.4,3,0.738636363636364,NA,2.3859649122807,NA
"198","GS","dougfir","dfg2",115,"103",0,NA,NA,NA,NA,NA
"199","GS","dougfir","dfg2",127,"103",0,NA,NA,NA,NA,NA
"200","GS","dougfir","dfg2",114,"103",0.4,2,0.182954545454545,-0.0647727272727273,0.143037974683544,0.0164556962025316
"201","GS","dougfir","dfg2",126,"114",0,NA,NA,NA,NA,NA
"202","GS","dougfir","dfg2",138,"114",0.2,3,0.470948012232416,NA,1.24666666666667,NA
"203","GS","dougfir","dfg2",1,"138",0,NA,NA,NA,NA,NA
"204","GS","dougfir","dfg2",19,"138",0,NA,NA,NA,NA,NA
"205","GS","dougfir","dfg2",34,"138",0,NA,NA,NA,NA,NA
"206","GS","dougfir","dfg2",108,"49",0.4,2,0.620603015075377,0.0226130653266332,0.509661835748792,0.161835748792271
"207","GS","dougfir","dfg2",64,"49",0.2,2,0.620253164556962,0,0.763513513513513,0.0202702702702703
"208","GS","dougfir","dfg2",79,"64",0,NA,NA,NA,NA,NA
"209","GS","dougfir","dfg2",94,"64",0,NA,NA,NA,NA,NA
"210","GS","dougfir","dfg2",35,"108",0.2,2,0.941176470588235,0.621848739495798,1.77777777777778,1.04166666666667
"211","GS","dougfir","dfg2",20,"108",0,NA,NA,NA,NA,NA
"212","GS","dougfir","dfg2",50,"35",0,NA,NA,NA,NA,NA
"213","GS","dougfir","dfg2",80,"35",0,NA,NA,NA,NA,NA
"214","GS","dougfir","dfg2",134,"121",0.8,2,0.67603550295858,-0.116863905325444,0.476047904191617,0.0868263473053892
"215","GS","dougfir","dfg2",133,"121",0.6,2,0.722408026755853,-0.321070234113712,1.75,0.431818181818182
"216","GS","dougfir","dfg2",95,"133",0.4,2,0.657051282051282,0.25,0.788793103448276,0.314655172413793
"217","GS","dougfir","dfg2",4,"133",0.4,2,0.491666666666667,0.0416666666666667,0.114583333333333,0.00520833333333333
"218","GS","dougfir","dfg2",66,"4",0.2,2,0.555555555555555,0.148148148148148,2.0952380952381,0.476190476190476
"219","GS","dougfir","dfg2",21,"4",0.2,2,0.4453125,0.0234375,1.82608695652174,0.521739130434783
"220","GS","dougfir","dfg2",36,"21",0,NA,NA,NA,NA,NA
"221","GS","dougfir","dfg2",51,"21",0,NA,NA,NA,NA,NA
"222","GS","dougfir","dfg2",81,"66",0,NA,NA,NA,NA,NA
"223","GS","dougfir","dfg2",96,"66",0,NA,NA,NA,NA,NA
"224","GS","dougfir","dfg2",52,"95",0.2,3,0.49469964664311,NA,0.84375,NA
"225","GS","dougfir","dfg2",132,"95",0.2,2,0.677165354330709,0.338582677165354,1.64545454545455,0.718181818181818
"226","GS","dougfir","dfg2",5,"132",0,NA,NA,NA,NA,NA
"227","GS","dougfir","dfg2",37,"132",0,NA,NA,NA,NA,NA
"228","GS","dougfir","dfg2",67,"52",0,NA,NA,NA,NA,NA
"229","GS","dougfir","dfg2",122,"52",0,NA,NA,NA,NA,NA
"230","GS","dougfir","dfg2",97,"52",0,NA,NA,NA,NA,NA
"231","GS","dougfir","dfg2",2,"134",0.2,2,0.788359788359788,-0.232804232804233,2.18085106382979,0.574468085106383
"232","GS","dougfir","dfg2",38,"2",0,NA,NA,NA,NA,NA
"233","GS","dougfir","dfg2",23,"2",0,NA,NA,NA,NA,NA
"234","GS","dougfir","dfg2",53,"134",0.8,2,0.593283582089552,-0.298507462686567,1.68461538461538,0.576923076923077
"235","GS","dougfir","dfg2",68,"53",0,NA,NA,NA,NA,NA
"236","GS","dougfir","dfg2",83,"53",0.6,3,0.834030683403068,NA,2.31481481481481,NA
"237","GS","dougfir","dfg2",98,"83",0,NA,NA,NA,NA,NA
"238","GS","dougfir","dfg2",111,"83",0,NA,NA,NA,NA,NA
"239","GS","dougfir","dfg2",135,"83",0.6,2,0.256871035940803,0.127906976744186,0.239463601532567,0.170498084291188
"240","GS","dougfir","dfg2",7,"135",0,NA,NA,NA,NA,NA
"241","GS","dougfir","dfg2",8,"135",0.4,2,0.565934065934066,0.302197802197802,0.588785046728972,0.102803738317757
"242","GS","dougfir","dfg2",9,"8",0,NA,NA,NA,NA,NA
"243","GS","dougfir","dfg2",24,"8",0.4,2,0.680379746835443,0.117088607594937,1.73648648648649,0.439189189189189
"244","GS","dougfir","dfg2",39,"24",0,NA,NA,NA,NA,NA
"245","GS","dougfir","dfg2",54,"24",0.2,3,0.447089947089947,NA,0.467908902691511,NA
"246","GS","dougfir","dfg2",69,"54",0,NA,NA,NA,NA,NA
"247","GS","dougfir","dfg2",84,"54",0,NA,NA,NA,NA,NA
"248","GS","dougfir","dfg2",99,"54",0,NA,NA,NA,NA,NA
"249","AS","maple","maple1",119,NA,1,2,0.56386292834891,-0.313603322949117,2.07784431137725,0.029940119760479
"250","AS","maple","maple1",79,"119",1,2,0.589940828402367,0.130769230769231,0.494152046783626,0.312865497076023
"251","AS","maple","maple1",131,"119",0.5,2,0.663900414937759,0.0746887966804979,0.319602272727273,0.0127840909090909
"252","AS","maple","maple1",143,"131",0,NA,NA,NA,NA,NA
"253","AS","maple","maple1",1,"131",0.25,3,0.632958801498127,NA,0.501424501424501,NA
"254","AS","maple","maple1",19,"1",0,NA,NA,NA,NA,NA
"255","AS","maple","maple1",34,"1",0,NA,NA,NA,NA,NA
"256","AS","maple","maple1",49,"1",0,NA,NA,NA,NA,NA
"257","AS","maple","maple1",108,"79",0.75,2,1.5,0.713917525773196,6.91935483870968,3.03225806451613
"258","AS","maple","maple1",95,"79",0.5,2,0.486863711001642,0.227422003284072,0.726449275362319,0.313405797101449
"259","AS","maple","maple1",80,"95",0,NA,NA,NA,NA,NA
"260","AS","maple","maple1",2,"95",0.25,2,0.636075949367089,-0.0854430379746835,0.368421052631579,0.0350877192982456
"261","AS","maple","maple1",20,"2",0,NA,NA,NA,NA,NA
"262","AS","maple","maple1",35,"2",0,NA,NA,NA,NA,NA
"263","AS","maple","maple1",51,"108",0.5,2,0.944262295081967,-0.239344262295082,0.558091286307054,0.12655601659751
"264","AS","maple","maple1",4,"108",0.25,2,0.0867287543655413,0.0320139697322468,0.0542949756888168,0.0235008103727715
"265","AS","maple","maple1",21,"4",0,NA,NA,NA,NA,NA
"266","AS","maple","maple1",36,"4",0,NA,NA,NA,NA,NA
"267","AS","maple","maple1",121,"51",0.5,2,1.19767441860465,0.072093023255814,0.715151515151515,0.193939393939394
"268","AS","maple","maple1",81,"51",0.25,2,0.25207756232687,0.00554016620498615,0.971153846153846,0.0673076923076923
"269","AS","maple","maple1",96,"81",0,NA,NA,NA,NA,NA
"270","AS","maple","maple1",109,"81",0,NA,NA,NA,NA,NA
"271","AS","maple","maple1",22,"121",0.25,2,0.233471074380165,0.00206611570247932,0.313953488372093,0.0116279069767442
"272","AS","maple","maple1",5,"121",0,NA,NA,NA,NA,NA
"273","AS","maple","maple1",37,"22",0,NA,NA,NA,NA,NA
"274","AS","maple","maple1",52,"22",0,NA,NA,NA,NA,NA
"275","AS","maple","maple2",85,NA,1,2,0.743498817966903,-0.0957446808510638,0.760956175298805,0.0278884462151395
"276","AS","maple","maple2",100,"85",0,NA,NA,NA,NA,NA
"277","AS","maple","maple2",41,"85",1,2,0.770422535211268,0.0323943661971831,0.955163043478261,0.245923913043478
"278","AS","maple","maple2",56,"41",0,NA,NA,NA,NA,NA
"279","AS","maple","maple2",101,"41",0.5,2,0.757894736842105,-0.0596491228070176,0.229638009049774,0.0984162895927602
"280","AS","maple","maple2",71,"101",0,NA,NA,NA,NA,NA
"281","AS","maple","maple2",86,"101",0,NA,NA,NA,NA,NA
"282","AS","maple","maple3",91,NA,1,2,0.783292978208232,0.127118644067797,1.33413461538462,0.0456730769230769
"283","AS","maple","maple3",18,"91",1,2,0.69281914893617,-0.184840425531915,0.717770034843206,0.139372822299652
"284","AS","maple","maple3",17,"91",0.666666666666667,2,0.976014760147601,0.289667896678967,0.26865671641791,0.123134328358209
"285","AS","maple","maple3",62,"17",0.333333333333333,2,0.790322580645161,0.021505376344086,1.70512820512821,0.0384615384615384
"286","AS","maple","maple3",47,"17",0,NA,NA,NA,NA,NA
"287","AS","maple","maple3",77,"62",0,NA,NA,NA,NA,NA
"288","AS","maple","maple3",92,"62",0,NA,NA,NA,NA,NA
"289","AS","maple","maple3",33,"18",0,NA,NA,NA,NA,NA
"290","AS","maple","maple3",48,"18",0.666666666666667,2,0.798484848484848,-0.0833333333333334,1.33433734939759,0.243975903614458
"291","AS","maple","maple3",118,"48",0.333333333333333,2,0.663135593220339,0.0529661016949153,0.198473282442748,0.0229007633587786
"292","AS","maple","maple3",63,"48",0.333333333333333,2,1.05841924398625,0.398625429553265,1.42817679558011,0.560773480662983
"293","AS","maple","maple3",78,"63",0,NA,NA,NA,NA,NA
"294","AS","maple","maple3",106,"63",0,NA,NA,NA,NA,NA
"295","AS","maple","maple3",130,"118",0,NA,NA,NA,NA,NA
"296","AS","maple","maple3",142,"118",0,NA,NA,NA,NA,NA
