"","nodeid","parent","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"964",1,0,1,6,1.01388888888889,NA,1.64166666666667,NA
"965",2,1,0,NA,NA,NA,NA,NA
"966",3,1,0,NA,NA,NA,NA,NA
"967",4,1,0,NA,NA,NA,NA,NA
"968",5,1,0,NA,NA,NA,NA,NA
"969",6,1,0,NA,NA,NA,NA,NA
"970",7,1,0,NA,NA,NA,NA,NA
"971",1,0,1,2,0.490909090909091,0.163636363636364,1.41666666666667,0.75
"972",2,1,0,NA,NA,NA,NA,NA
"973",3,1,0,NA,NA,NA,NA,NA
"974",1,0,1,2,0.531746031746032,0.126984126984127,0.209459459459459,0.101351351351351
"975",2,1,0,NA,NA,NA,NA,NA
"976",3,1,0,NA,NA,NA,NA,NA
"977",1,0,1,11,0.194250194250194,NA,0.442424242424242,NA
"978",2,1,0,NA,NA,NA,NA,NA
"979",3,1,0,NA,NA,NA,NA,NA
"980",4,1,0,NA,NA,NA,NA,NA
"981",5,1,0,NA,NA,NA,NA,NA
"982",6,1,0,NA,NA,NA,NA,NA
"983",7,1,0,NA,NA,NA,NA,NA
"984",8,1,0,NA,NA,NA,NA,NA
"985",9,1,0,NA,NA,NA,NA,NA
"986",10,1,0,NA,NA,NA,NA,NA
"987",11,1,0,NA,NA,NA,NA,NA
"988",12,1,0,NA,NA,NA,NA,NA
"989",1,0,1,3,0.492753623188406,NA,1.4954954954955,NA
"990",2,1,0,NA,NA,NA,NA,NA
"991",3,1,0,NA,NA,NA,NA,NA
"992",4,1,1,1,0.733333333333333,NA,0.588235294117647,NA
"993",5,4,0,NA,NA,NA,NA,NA
"994",1,0,1,2,0.775,0.025,0.555555555555556,0
"995",2,1,0,NA,NA,NA,NA,NA
"996",3,1,0,NA,NA,NA,NA,NA
"997",1,0,1,2,0.672413793103448,0.224137931034483,0.976190476190476,0.547619047619048
"998",2,1,0,NA,NA,NA,NA,NA
"999",3,1,0,NA,NA,NA,NA,NA
"1000",1,0,1,2,0.672413793103448,0.0517241379310345,0.508547008547009,0.303418803418803
"1001",2,1,0,NA,NA,NA,NA,NA
"1002",3,1,0,NA,NA,NA,NA,NA
"1003",1,0,1,3,0.623655913978495,NA,0.941391941391941,NA
"1004",2,1,0,NA,NA,NA,NA,NA
"1005",3,1,0,NA,NA,NA,NA,NA
"1006",4,1,0,NA,NA,NA,NA,NA
"1007",1,0,1,2,0.606060606060606,0.0303030303030303,1.28571428571429,0.428571428571429
"1008",2,1,0,NA,NA,NA,NA,NA
"1009",3,1,0,NA,NA,NA,NA,NA
"1010",1,0,2,2,0.638297872340425,0.0212765957446809,78.448275862069,10.8620689655172
"1011",2,1,0,NA,NA,NA,NA,NA
"1012",3,1,1,1,0.516129032258065,NA,0.433673469387755,NA
"1013",4,3,0,NA,NA,NA,NA,NA
"1014",1,0,2,2,0.75,0.03125,1.74,1.52666666666667
"1015",2,1,0,NA,NA,NA,NA,NA
"1016",3,1,1,2,0.673913043478261,0.0217391304347826,8.15625,5.59375
"1017",4,3,0,NA,NA,NA,NA,NA
"1018",5,3,0,NA,NA,NA,NA,NA
"1019",1,0,1,2,0.459459459459459,0.054054054054054,0.938888888888889,0.272222222222222
"1020",2,1,0,NA,NA,NA,NA,NA
"1021",3,1,0,NA,NA,NA,NA,NA
"1022",1,0,2,2,0.84,-0.04,0.975,0.691666666666667
"1023",2,1,0,NA,NA,NA,NA,NA
"1024",3,1,1,2,0.625,0.025,4.11764705882353,1.17647058823529
"1025",4,3,0,NA,NA,NA,NA,NA
"1026",5,3,0,NA,NA,NA,NA,NA
"1027",1,0,1,2,0.91304347826087,0.0869565217391304,0.238235294117647,0.0117647058823529
"1028",2,1,0,NA,NA,NA,NA,NA
"1029",3,1,0,NA,NA,NA,NA,NA
"1030",1,0,1,2,0.72972972972973,0.027027027027027,2.88333333333333,1.81666666666667
"1031",2,1,0,NA,NA,NA,NA,NA
"1032",3,1,0,NA,NA,NA,NA,NA
"1033",1,0,1,2,0.560606060606061,0.0757575757575758,0.192307692307692,0.0641025641025641
"1034",2,1,0,NA,NA,NA,NA,NA
"1035",3,1,0,NA,NA,NA,NA,NA
"1036",1,0,1,2,0.725806451612903,0.241935483870968,0.403846153846154,0.205128205128205
"1037",2,1,0,NA,NA,NA,NA,NA
"1038",3,1,0,NA,NA,NA,NA,NA
"1039",1,0,1,1,0.347826086956522,NA,0.32,NA
"1040",2,1,0,NA,NA,NA,NA,NA
"1041",1,0,1,2,0.659090909090909,0.0681818181818182,0.26140350877193,0.152631578947368
"1042",2,1,0,NA,NA,NA,NA,NA
"1043",3,1,0,NA,NA,NA,NA,NA
"1044",1,0,1,2,0.393939393939394,0.0303030303030303,0.758620689655172,0.362068965517241
"1045",2,1,0,NA,NA,NA,NA,NA
"1046",3,1,0,NA,NA,NA,NA,NA
"1047",1,0,1,2,0.619047619047619,0.0476190476190476,0.314285714285714,0.15
"1048",2,1,0,NA,NA,NA,NA,NA
"1049",3,1,0,NA,NA,NA,NA,NA
"1050",1,0,1,2,0.62280701754386,0.131578947368421,0.262658227848101,0.104430379746835
"1051",2,1,0,NA,NA,NA,NA,NA
"1052",3,1,0,NA,NA,NA,NA,NA
"1053",1,0,3,1,0.46031746031746,NA,0.135964912280702,NA
"1054",2,1,2,1,0.724137931034483,NA,4.09677419354839,NA
"1055",3,2,1,2,0.833333333333333,0.0238095238095238,0.47244094488189,0.299212598425197
"1056",4,3,0,NA,NA,NA,NA,NA
"1057",5,3,0,NA,NA,NA,NA,NA
"1058",1,0,1,3,0.592156862745098,NA,0.178125,NA
"1059",2,1,0,NA,NA,NA,NA,NA
"1060",3,1,0,NA,NA,NA,NA,NA
"1061",4,1,0,NA,NA,NA,NA,NA
"1062",1,0,2,2,0.775,0.1125,0.6,0.2
"1063",2,1,0,NA,NA,NA,NA,NA
"1064",3,1,1,4,0.533018867924528,NA,0.833333333333333,NA
"1065",4,3,0,NA,NA,NA,NA,NA
"1066",5,3,0,NA,NA,NA,NA,NA
"1067",6,3,0,NA,NA,NA,NA,NA
"1068",7,3,0,NA,NA,NA,NA,NA
"1069",1,0,2,3,0.25,NA,0.626190476190476,NA
"1070",2,1,0,NA,NA,NA,NA,NA
"1071",3,1,1,1,0.833333333333333,NA,0.818181818181818,NA
"1072",4,3,0,NA,NA,NA,NA,NA
"1073",5,1,1,1,0.833333333333333,NA,0.4,NA
"1074",6,5,0,NA,NA,NA,NA,NA
"1075",1,0,2,2,0.631147540983606,0.122950819672131,0.0707207207207207,0.0554054054054054
"1076",2,1,0,NA,NA,NA,NA,NA
"1077",3,1,1,1,0.741935483870968,NA,0.738095238095238,NA
"1078",4,3,0,NA,NA,NA,NA,NA
"1079",1,0,1,2,0.308510638297872,0.0425531914893617,0.299504950495049,0.0965346534653465
"1080",2,1,0,NA,NA,NA,NA,NA
"1081",3,1,0,NA,NA,NA,NA,NA
"1082",1,0,1,2,0.723484848484849,0.0568181818181818,0.803571428571429,0.0892857142857143
"1083",2,1,0,NA,NA,NA,NA,NA
"1084",3,1,0,NA,NA,NA,NA,NA
"1085",1,0,2,4,0.388297872340426,NA,0.681208053691275,NA
"1086",2,1,0,NA,NA,NA,NA,NA
"1087",3,1,0,NA,NA,NA,NA,NA
"1088",4,1,1,1,0.927272727272727,NA,1.07142857142857,NA
"1089",5,4,0,NA,NA,NA,NA,NA
"1090",6,1,1,1,0.6,NA,3.33333333333333,NA
"1091",7,6,0,NA,NA,NA,NA,NA
"1092",1,0,2,3,0.412955465587044,NA,1.82888888888889,NA
"1093",2,1,0,NA,NA,NA,NA,NA
"1094",3,1,1,1,0.403361344537815,NA,0.824561403508772,NA
"1095",4,3,0,NA,NA,NA,NA,NA
"1096",5,1,1,2,0.672413793103448,0.0172413793103448,0.166256157635468,0.0307881773399015
"1097",6,5,0,NA,NA,NA,NA,NA
"1098",7,5,0,NA,NA,NA,NA,NA
"1099",1,0,1,2,0.658461538461538,0.0553846153846154,0.567164179104478,0.349253731343284
"1100",2,1,0,NA,NA,NA,NA,NA
"1101",3,1,0,NA,NA,NA,NA,NA
"1102",1,0,2,2,0.523809523809524,0.0952380952380952,0.453125,0.109375
"1103",2,1,1,1,NA,NA,NA,NA
"1104",3,2,0,NA,NA,NA,NA,NA
"1105",4,1,1,1,NA,NA,NA,NA
"1106",5,4,0,NA,NA,NA,NA,NA
"1107",1,0,1,2,0.642857142857143,0.128571428571429,0.676470588235294,0.0294117647058824
"1108",2,1,0,NA,NA,NA,NA,NA
"1109",3,1,0,NA,NA,NA,NA,NA
"1110",1,0,1,2,0.625,0,1.15,0.15
"1111",2,1,0,NA,NA,NA,NA,NA
"1112",3,1,0,NA,NA,NA,NA,NA
"1113",1,0,1,2,0.666666666666667,0.0476190476190476,0.782608695652174,0.0869565217391304
"1114",2,1,0,NA,NA,NA,NA,NA
"1115",3,1,0,NA,NA,NA,NA,NA
"1116",1,0,1,3,0.684684684684685,NA,0.316,NA
"1117",2,1,0,NA,NA,NA,NA,NA
"1118",3,1,0,NA,NA,NA,NA,NA
"1119",4,1,1,1,0.444444444444444,NA,0.615384615384615,NA
"1120",5,4,0,NA,NA,NA,NA,NA
"1121",1,0,1,3,0.62962962962963,NA,0.217592592592593,NA
"1122",2,1,0,NA,NA,NA,NA,NA
"1123",3,1,0,NA,NA,NA,NA,NA
"1124",4,1,0,NA,NA,NA,NA,NA
"1125",1,0,1,2,0.633333333333333,0.133333333333333,7.83333333333333,0.833333333333333
"1126",2,1,0,NA,NA,NA,NA,NA
"1127",3,1,0,NA,NA,NA,NA,NA
"1128",1,0,1,2,0.526315789473684,0.0263157894736842,9.1875,3.9375
"1129",2,1,0,NA,NA,NA,NA,NA
"1130",3,1,0,NA,NA,NA,NA,NA
"1131",1,0,1,2,0.630434782608696,0.130434782608696,0.704545454545455,0.0227272727272727
"1132",2,1,0,NA,NA,NA,NA,NA
"1133",3,1,0,NA,NA,NA,NA,NA
"1134",1,0,1,2,0.657142857142857,0,0.503305785123967,0.000826446280991736
"1135",2,1,0,NA,NA,NA,NA,NA
"1136",3,1,0,NA,NA,NA,NA,NA
"1137",1,0,1,3,0.6,NA,0.271929824561404,NA
"1138",2,1,0,NA,NA,NA,NA,NA
"1139",3,1,0,NA,NA,NA,NA,NA
"1140",4,1,0,NA,NA,NA,NA,NA
"1141",1,0,1,2,0.571428571428572,0.107142857142857,0.482758620689655,0.241379310344828
"1142",2,1,0,NA,NA,NA,NA,NA
"1143",3,1,0,NA,NA,NA,NA,NA
"1144",1,0,1,2,0.724137931034483,0.241379310344828,0.427083333333333,0.28125
"1145",2,1,0,NA,NA,NA,NA,NA
"1146",3,1,0,NA,NA,NA,NA,NA
"1147",1,0,1,4,0.63125,NA,0.839285714285714,NA
"1148",2,1,0,NA,NA,NA,NA,NA
"1149",3,1,0,NA,NA,NA,NA,NA
"1150",4,1,0,NA,NA,NA,NA,NA
"1151",5,1,0,NA,NA,NA,NA,NA
"1152",1,0,2,2,0.65625,-0.15625,1.93478260869565,0.239130434782609
"1153",2,1,0,NA,NA,NA,NA,NA
"1154",3,1,1,2,0.628205128205128,0.115384615384615,0.564102564102564,0.205128205128205
"1155",4,3,0,NA,NA,NA,NA,NA
"1156",5,3,0,NA,NA,NA,NA,NA
"1157",1,0,1,2,0.619565217391304,0.16304347826087,0.575396825396825,0.0992063492063492
"1158",2,1,0,NA,NA,NA,NA,NA
"1159",3,1,0,NA,NA,NA,NA,NA
"1160",1,0,1,2,0.663793103448276,0.146551724137931,0.747572815533981,0.0970873786407767
"1161",2,1,0,NA,NA,NA,NA,NA
"1162",3,1,0,NA,NA,NA,NA,NA
"1163",1,0,1,2,0.654411764705882,0.0808823529411765,0.325581395348837,0.209302325581395
"1164",2,1,0,NA,NA,NA,NA,NA
"1165",3,1,0,NA,NA,NA,NA,NA
"1166",1,0,1,2,0.652439024390244,0.164634146341463,1.2008547008547,0.132478632478632
"1167",2,1,0,NA,NA,NA,NA,NA
"1168",3,1,0,NA,NA,NA,NA,NA
"1169",1,0,2,3,0.566666666666667,NA,1.24242424242424,NA
"1170",2,1,0,NA,NA,NA,NA,NA
"1171",3,1,1,1,0.404255319148936,NA,0.290697674418605,NA
"1172",4,3,0,NA,NA,NA,NA,NA
"1173",5,1,1,3,0.342723004694836,NA,0.119753086419753,NA
"1174",6,5,0,NA,NA,NA,NA,NA
"1175",7,5,0,NA,NA,NA,NA,NA
"1176",8,5,0,NA,NA,NA,NA,NA
"1177",1,0,1,2,0.652173913043478,0.0434782608695653,0.666666666666667,0.111111111111111
"1178",2,1,0,NA,NA,NA,NA,NA
"1179",3,1,0,NA,NA,NA,NA,NA
"1180",1,0,1,2,0.857142857142857,0.285714285714286,0.540625,0.021875
"1181",2,1,0,NA,NA,NA,NA,NA
"1182",3,1,0,NA,NA,NA,NA,NA
"1183",1,0,1,2,0.694444444444444,0.166666666666667,0.25,0.03
"1184",2,1,0,NA,NA,NA,NA,NA
"1185",3,1,0,NA,NA,NA,NA,NA
"1186",1,0,1,2,0.596774193548387,0.17741935483871,0.0867507886435331,0.00788643533123028
"1187",2,1,0,NA,NA,NA,NA,NA
"1188",3,1,0,NA,NA,NA,NA,NA
"1189",1,0,1,2,0.6125,0.1875,0.766423357664234,0.109489051094891
"1190",2,1,0,NA,NA,NA,NA,NA
"1191",3,1,0,NA,NA,NA,NA,NA
"1192",1,0,2,2,0.6,0,0.967492260061919,0.147058823529412
"1193",2,1,1,1,0.761904761904762,NA,0.113207547169811,NA
"1194",3,2,0,NA,NA,NA,NA,NA
"1195",4,1,1,2,0.595238095238095,0.0238095238095238,0.3125,0.0208333333333333
"1196",5,4,0,NA,NA,NA,NA,NA
"1197",6,4,0,NA,NA,NA,NA,NA
"1198",1,0,1,2,0.4125,0.0375,0.263888888888889,0.152777777777778
"1199",2,1,0,NA,NA,NA,NA,NA
"1200",3,1,0,NA,NA,NA,NA,NA
"1201",1,0,1,2,0.82,0.02,1.8452380952381,0.0595238095238095
"1202",2,1,0,NA,NA,NA,NA,NA
"1203",3,1,0,NA,NA,NA,NA,NA
"1204",1,0,1,3,0.622222222222222,NA,0.429411764705882,NA
"1205",2,1,0,NA,NA,NA,NA,NA
"1206",3,1,0,NA,NA,NA,NA,NA
"1207",4,1,0,NA,NA,NA,NA,NA
"1208",1,0,2,1,0.709677419354839,NA,0.344827586206897,NA
"1209",2,1,1,2,0.602272727272727,0.125,3.58333333333333,0.0833333333333333
"1210",3,2,0,NA,NA,NA,NA,NA
"1211",4,2,0,NA,NA,NA,NA,NA
"1212",1,0,2,2,0.844827586206897,0.0689655172413793,0.380519480519481,0.1
"1213",2,1,1,1,0.4,NA,0.648648648648649,NA
"1214",3,2,0,NA,NA,NA,NA,NA
"1215",4,1,0,NA,NA,NA,NA,NA
"1216",1,0,1,2,0.655038759689922,0.127906976744186,1.46666666666667,0
"1217",2,1,0,NA,NA,NA,NA,NA
"1218",3,1,0,NA,NA,NA,NA,NA
"1219",1,0,2,2,0.73841059602649,0.0231788079470198,2.6875,0.270833333333333
"1220",2,1,0,NA,NA,NA,NA,NA
"1221",3,1,1,1,0.564814814814815,NA,0.00309859154929578,NA
"1222",4,3,0,NA,NA,NA,NA,NA
"1223",1,0,1,4,0.30241935483871,NA,0.18140589569161,NA
"1224",2,1,0,NA,NA,NA,NA,NA
"1225",3,1,0,NA,NA,NA,NA,NA
"1226",4,1,0,NA,NA,NA,NA,NA
"1227",5,1,0,NA,NA,NA,NA,NA
"1228",1,0,1,2,0.9125,0.1,0.438775510204082,0.0102040816326531
"1229",2,1,0,NA,NA,NA,NA,NA
"1230",3,1,0,NA,NA,NA,NA,NA
"1231",1,0,2,3,1.12121212121212,NA,0.637931034482759,NA
"1232",2,1,0,NA,NA,NA,NA,NA
"1233",3,1,0,NA,NA,NA,NA,NA
"1234",4,1,1,13,0.187803187803188,NA,0.506593406593407,NA
"1235",5,4,0,NA,NA,NA,NA,NA
"1236",6,4,0,NA,NA,NA,NA,NA
"1237",7,4,0,NA,NA,NA,NA,NA
"1238",8,4,0,NA,NA,NA,NA,NA
"1239",9,4,0,NA,NA,NA,NA,NA
"1240",10,4,0,NA,NA,NA,NA,NA
"1241",11,4,0,NA,NA,NA,NA,NA
"1242",12,4,0,NA,NA,NA,NA,NA
"1243",13,4,0,NA,NA,NA,NA,NA
"1244",14,4,0,NA,NA,NA,NA,NA
"1245",15,4,0,NA,NA,NA,NA,NA
"1246",16,4,0,NA,NA,NA,NA,NA
"1247",17,4,0,NA,NA,NA,NA,NA
"1248",1,0,2,2,0.633064516129032,0.00403225806451615,0.376086956521739,0.0804347826086956
"1249",2,1,1,6,0.293248945147679,NA,0.911764705882353,NA
"1250",3,2,0,NA,NA,NA,NA,NA
"1251",4,2,0,NA,NA,NA,NA,NA
"1252",5,2,0,NA,NA,NA,NA,NA
"1253",6,2,0,NA,NA,NA,NA,NA
"1254",7,2,0,NA,NA,NA,NA,NA
"1255",8,2,0,NA,NA,NA,NA,NA
"1256",9,1,1,8,0.245192307692308,NA,0.688095238095238,NA
"1257",10,9,0,NA,NA,NA,NA,NA
"1258",11,9,0,NA,NA,NA,NA,NA
"1259",12,9,0,NA,NA,NA,NA,NA
"1260",13,9,0,NA,NA,NA,NA,NA
"1261",14,9,0,NA,NA,NA,NA,NA
"1262",15,9,0,NA,NA,NA,NA,NA
"1263",16,9,0,NA,NA,NA,NA,NA
"1264",17,9,0,NA,NA,NA,NA,NA
"1265",1,0,1,2,0.17687074829932,0.0408163265306123,0.225,0.075
"1266",2,1,0,NA,NA,NA,NA,NA
"1267",3,1,0,NA,NA,NA,NA,NA
"1268",1,0,2,3,0.609009009009009,NA,0.355384615384615,NA
"1269",2,1,0,NA,NA,NA,NA,NA
"1270",3,1,0,NA,NA,NA,NA,NA
"1271",4,1,1,3,0.122222222222222,NA,0.187777777777778,NA
"1272",5,4,0,NA,NA,NA,NA,NA
"1273",6,4,0,NA,NA,NA,NA,NA
"1274",7,4,0,NA,NA,NA,NA,NA
"1275",1,0,2,4,0.28470715835141,NA,1.01094470046083,NA
"1276",2,1,1,3,0.178861788617886,NA,0.208771929824561,NA
"1277",3,2,0,NA,NA,NA,NA,NA
"1278",4,2,0,NA,NA,NA,NA,NA
"1279",5,2,0,NA,NA,NA,NA,NA
"1280",6,1,1,3,1.43358395989975,NA,0.252820512820513,NA
"1281",7,6,0,NA,NA,NA,NA,NA
"1282",8,6,0,NA,NA,NA,NA,NA
"1283",9,6,0,NA,NA,NA,NA,NA
"1284",10,1,0,NA,NA,NA,NA,NA
"1285",11,1,0,NA,NA,NA,NA,NA
"1286",1,0,1,2,0.445945945945946,0.0945945945945946,0.786324786324786,0.239316239316239
"1287",2,1,0,NA,NA,NA,NA,NA
"1288",3,1,0,NA,NA,NA,NA,NA
"1289",1,0,1,2,0.95,0.05,0.62,0.34
"1290",2,1,0,NA,NA,NA,NA,NA
"1291",3,1,0,NA,NA,NA,NA,NA
"1292",1,0,1,5,0.606060606060606,NA,0.198722044728435,NA
"1293",2,1,0,NA,NA,NA,NA,NA
"1294",3,1,0,NA,NA,NA,NA,NA
"1295",4,1,0,NA,NA,NA,NA,NA
"1296",5,1,0,NA,NA,NA,NA,NA
"1297",6,1,0,NA,NA,NA,NA,NA
"1298",1,0,1,6,0.317460317460317,NA,0.421052631578947,NA
"1299",2,1,0,NA,NA,NA,NA,NA
"1300",3,1,0,NA,NA,NA,NA,NA
"1301",4,1,0,NA,NA,NA,NA,NA
"1302",5,1,0,NA,NA,NA,NA,NA
"1303",6,1,0,NA,NA,NA,NA,NA
"1304",7,1,0,NA,NA,NA,NA,NA
"1305",1,0,1,6,0.142857142857143,NA,0.183760683760684,NA
"1306",2,1,0,NA,NA,NA,NA,NA
"1307",3,1,0,NA,NA,NA,NA,NA
"1308",4,1,0,NA,NA,NA,NA,NA
"1309",5,1,0,NA,NA,NA,NA,NA
"1310",6,1,0,NA,NA,NA,NA,NA
"1311",7,1,0,NA,NA,NA,NA,NA
"1312",1,0,1,1,0.666666666666667,NA,0.135869565217391,NA
"1313",2,1,0,NA,NA,NA,NA,NA
