,beta.ave,beta.diff,gamma.ave,gamma.diff,group
1436,0.582876435,-0.057254555,0.103550828,0.039328147,ml
1474,0.736106866,-0.100548032,2.232965191,1.232965191,ml
149,1.144716953,0.129298617,2.095336822,0.017038762,ml
152,0.535472048,0.029839491,0.404627908,0.134875969,ml
154,1.083559681,-0.262443552,2.078298061,0.146445202,ml
1561,0.683868771,0.012547199,0.758818883,0.124845516,ml
1592,0.715736678,0.171238791,0.61237137,0.257321294,ml
160,1.370161774,0.497815086,1.477285604,0.264298119,ml
164,0.816321011,-0.14932418,1.564804162,0.069917264,ml
165,0.695346342,0.151172883,1.620255755,0.078591644,ml
1692,0.465667295,-0.013512156,1.449335962,0.162583856,ml
1723,0.66724409,0.050127413,2.019345489,0.693426793,ml
1741,0.927118019,-0.02711714,0.774853172,0.193440186,ml
175,0.711852908,-0.034923223,0.864235306,0.281459738,ml
178,0.586509778,-0.082127205,0.571068078,0.156853887,ml
180,1.4658647,-0.312675696,0.735703199,0.166666667,ml
1811,0.670575376,0.048336276,2.974795539,1.53991729,ml
1851,0.555147816,-0.126371076,0.491657222,0.017905176,ml
1864,0.492767316,0.014290622,0.459441044,0.15670672,ml
1873,1.537381616,-0.402253172,3.959472013,0.807856786,ml
188,0.924741821,0.102824974,1.045208957,0.56366611,ml
189,0.781957398,-0.101744931,2.220491677,1.461673493,ml
1901,1.306392084,0.357122771,2.093095483,0.775256743,ml
191,0.497385144,-0.030757569,1.140499119,0.378323751,ml
192,0.706983467,0.057297032,0.714450233,0.363460741,ml
1961,1.06941513,0.462438902,1.341081237,0.341081237,ml
204,0.832894316,0.479337954,1.302584568,0.802586182,ml
2051,3.383303212,0.614446944,4.393857435,1.39385098,ml
207,0.778929985,0.191694882,1.820979985,1.397756701,ml
208,0.923496881,-0.015718528,1.434348425,0.048816385,ml
211,0.643246172,0.116522665,0.172329689,0.04382913,ml
212,0.375383133,0,0.202763551,0,ml
2161,2.011797837,0.541484061,7.027792491,3.095939632,ml
217,0.649326154,0.257673356,0.219755638,0.120977837,ml
219,1.110063155,0.110063155,4.190673645,2.190673645,ml
2201,0.859753349,0.072151432,0.424222264,0,ml
225,1.103162501,0.021578093,2.720491677,0.797147387,ml
2261,1.073474206,-0.202445108,1.30586181,0.56874108,ml
228,0.443173125,0.08863201,0.44197675,0.147326217,ml
229,1.991646074,0.491664515,3.513429599,1.513423144,ml
2301,0.699602703,0.251436952,1.261893022,0.539174066,ml
233,1.000313507,0.080903145,2.105169136,1.316495018,ml
2341,1.220631694,0.134917027,5.427449849,0.196018612,ml
238,0.92619071,-0.179872876,1.052583761,0.144337866,ml
2391,0.730033902,-0.049102429,1.845106784,0.527268043,ml
249,0.518429659,0.072764906,0.355718928,0.011978198,ml
250,0.875789205,-0.235767231,1.36969381,0.079796255,ml
252,0.786766856,0.189963247,0.850750061,0.30023933,ml
2531,0.771702335,0.194980722,1.192053578,0.279351992,ml
254,1.021618783,-0.006889095,1.274741268,0.496226632,ml
257,0.583022471,0.183255433,0.213968954,0.051440025,ml
2581,0.975952704,0.072343926,1.901524614,0.676777399,ml
259,0.902993974,-0.230372011,1.006708323,0.098462427,ml
2601,0.836892191,0.072782016,1.500003554,0.398980136,ml
261,0.906834447,0.193957638,1.185904381,0.202036703,ml
264,0.870165236,0.236008999,2.777327903,1.672157153,ml
2681,0.758230009,-0.067432384,0.862872242,0.431436504,ml
272,0.963025495,-0.21151675,1.699670964,0.169379301,ml
2741,0.723575211,-0.097148674,0.770906089,0.302081001,ml
2751,0.767466621,-0.033943059,1.46083127,0.552585375,ml
277,0.875375316,0.044778796,2.158922924,0.709429302,ml
2811,1.206629077,-0.465268483,1.392703829,0.426777399,ml
2831,0.378288935,0,0.77645665,0.258818883,ml
285,1.161878656,0.055198214,4.768975658,2.319481228,ml
2881,1.592510973,0.051829381,6.146424906,0.880427836,ml
2911,0.768778138,0.011179407,1.992307295,1.295384054,ml
295,0.880685773,-0.028346902,1.242457928,0.230836073,ml
2961,0.581602883,0.226472485,0.197605859,0.081851218,ml
2971,2.12812651,-0.167885888,5.190677598,1.96592643,ml
2991,0.838165706,-0.032902472,1.444018416,0.823815524,ml
300,1.019602718,-0.11755322,0.738087182,0.07302871,ml
303,0.90489581,-0.052703277,3.95771043,0.345334846,ml
305,0.751728082,-0.110944359,0.545041168,0.088172531,ml
308,0.868067608,-0.001212001,3.425113876,0.460758341,ml
3091,0.575863817,0.060023655,0.340108254,0.134183369,ml
312,0.704686565,0.230781544,0.598804634,0.360268369,ml
3161,0.488801438,0.005881797,1.136332777,0.206771575,ml
317,0.626498204,0.022577464,0.621694703,0.388344674,ml
3201,0.588814094,-0.029817743,0.187525156,0.018943766,ml
3241,0.999894598,-0.069631094,0.960627604,0.108261207,ml
327,0.665628745,-0.057382258,0.659697899,0.229883986,ml
3281,0.556581789,0.19816182,0.863758942,0.644483234,ml
3291,1.135692754,-0.537171357,1.388104971,0.579698154,ml
334,0.480734472,0.096373714,0.2700818,0.151326879,ml
335,2.597563899,-0.147613691,4.920697268,0.077353327,ml
3371,0.817438963,-0.103503019,1.177645472,0.566278004,ml
3381,0.834111491,0.24851101,1.716818876,0.050509932,ml
3501,1.014199046,0.000860029,1.996786724,0.516002515,ml
3511,0.43055046,0.086018365,0.292425863,0.203277854,ml
352,0.657084112,0.046943925,1.344254681,0.26976097,ml
355,1.96739298,-0.620051846,6.292510314,0.317833704,ml
3561,0.653515751,-0.024019011,0.647503844,0.193671364,ml
3591,0.523869095,0.198875729,0.465335437,0.228635106,ml
3611,0.800997205,0.078296679,0.61505433,0.227828196,ml
364,0.917882602,0.002636772,1.143834619,0.120590908,ml
3651,1.030173272,-0.136561735,1.21662302,0.28611521,ml
366,0.62740865,0.024822018,0.392392226,0.102494671,ml
3671,1.010814684,0.107213677,1.612371631,0.387628369,ml
3721,1.335709573,0.377845596,2.256325219,0.439827076,ml
374,0.804501058,0.057760911,0.538004561,0,ml
377,0.59801659,-0.121173861,1.561572914,0.561572914,ml
3791,0.778117544,0.032146987,2.588278914,1.270441388,ml
3821,0.490983389,0.228749668,0.313618289,0.051598396,ml
3831,0.722354364,0.094093933,2.550251466,0.378680523,ml
3851,0.81968859,0.319655672,1.224504155,0.541661396,ml
387,0.646496056,-0.050854497,0.319276612,0.100514583,ml
3891,0.79135938,0.169767153,1.12484347,0.607205703,ml
3921,1.601952938,0.028021613,4.013426371,2.196928718,ml
3971,3.150464082,-0.128284814,6.91542086,1.241183167,ml
403,1.038398136,0.392632217,1.741487783,1.232821749,ml
405,1.857961033,-0.148038923,1.362373608,0.250001976,ml
406,0.768174008,0.537538917,2.16876235,1.788967693,ml
409,1.081390422,0.003469384,1.574574124,0.974445316,ml
4101,1.383836805,0.263953665,6.592562453,1.37573647,ml
4141,0.502604898,0.387201948,0.480835748,0.376401582,ml
4151,0.908914247,0.175712618,0.658749706,0.418604916,ml
4171,1.180983246,0.147922402,3.171460195,1.542837214,ml
419,0.821521609,0.280003221,1.53306665,0.770067599,ml
422,1.050995018,-0.151795987,1.518370629,0.287701759,ml
4231,0.319297005,0.052932768,0.842467887,0.229669976,ml
4261,0.526821225,0.402730293,0.847980182,0.654987848,ml
4271,0.65030736,0.148989047,0.93924311,0.192611632,ml
428,0.643745284,-0.128186648,0.769945194,0.384917124,ml
4301,0.85576175,-0.172140272,1.450175171,0.379709266,ml
4311,0.675786041,-0.13478379,0.8294591,0.1705409,ml
4321,0.586017077,0.244261777,1.070641197,0.829459381,ml
4351,0.64042609,0.031297705,0.324176226,0.01853974,ml
4361,0.777165969,-0.005816631,1.713621961,0.191215595,ml
440,0.745346029,0.440739805,0.548632669,0.371949481,ml
441,1.959770221,0.219719323,3.013426371,1.196928718,ml
442,1.460166815,-0.161818008,2.476759888,0.057897729,ml
4431,0.773898356,-0.036378427,0.613795226,0.200377704,ml
445,1.041944875,0.096038159,1.333154472,0.333154472,ml
4461,0.695281996,-0.022240095,1.525878835,1.004757782,ml
447,0.948378368,0.020808643,2.160743078,0.258818883,ml
448,0.70718187,0.095673351,0.789577657,0.575639029,ml
450,1.446193198,-0.052948626,3.04422449,0.819481228,ml
4511,0.937647974,0.012821653,3.468831953,2.065829217,ml
4541,0.650914962,0.002356177,0.4709161,0.153929416,ml
4571,0.878856924,0.096313963,0.79794861,0.253618012,ml
4581,0.771017578,-0.048329512,1.176131109,0.100325542,ml
463,1.013465473,-0.022510656,1.042583775,0.275254966,ml
4641,0.976444207,0.342334595,5.152312744,3.020661406,ml
467,0.905836251,0.104289438,2.944035777,0.397048157,ml
468,0.789734789,-0.224113409,0.31077615,0.064315755,ml
470,0.923673997,-0.208338234,2.857148705,0.228525724,ml
4721,0.483681738,-0.045901141,0.748704718,0.637279952,ml
474,1.079758985,0.123435858,8.633582281,2.073124783,ml
4771,0.936144294,0.257918236,0.435403649,0.012686357,ml
479,0.760530148,-0.00787851,2.280732055,1.249821026,ml
484,0.428971285,-0.144041829,1.145839295,0.41335484,ml
486,0.890709976,-0.069782627,0.916814236,0.488936979,ml
488,0.615248257,0.04011703,2.979221842,1.366846258,ml
491,0.560084173,0.0072916,0.306242035,0.008746107,ml
4931,1.207613427,0.367930734,1.23403332,0.47032665,ml
4941,0.593031609,-0.040104013,1.399545608,0.265630062,ml
501,0.599767122,-0.098944168,1.112062442,0.302631634,ml
5041,0.352540808,0.057843407,0.432265116,0.291841884,ml
505,1.434378697,-0.189190315,2.465930382,0.758820786,ml
507,1.357782864,0.104282987,5.025901433,1.41945224,ml
508,0.830033976,0.392440963,0.594771697,0.257851328,ml
5111,0.861804128,0.177399677,1.093931339,0.340437622,ml
517,1.110890224,0.318968745,3.329371997,2.177760863,ml
519,1.220937039,-0.14303806,4.143610746,1.042583775,ml
5211,0.258360431,-0.036132248,0.366226251,0.263731579,ml
524,0.561126567,0.155899918,0.446777585,0.014684034,ml
5261,0.900960185,0.234686698,2.767128034,0.703954227,ml
5281,0.616456204,0.063384901,0.219668896,0.055869053,ml
5291,0.548641079,0.146519607,0.4406117,0.237848149,ml
5321,0.771569994,0.265380115,0.370423363,0.06551455,ml
535,1.009311472,0.062548798,2.710892221,0.8143141,ml
538,0.54622842,0.051936446,1.093884909,0.070641197,ml
541,0.282308169,0.071084398,0.176494519,0.096157466,ml
5421,1.542700918,0.203454063,2.09077647,0.69692549,ml
546,0.550195145,0.109369152,1.097314406,0.562281842,ml
547,0.65710873,-0.023938947,0.252870352,0.106348022,ml
549,0.553339635,0.008097038,1.20267276,0.081422899,ml
555,0.362874904,0.202424794,0.354334616,0.280975162,ml
557,0.289453056,0.140833297,0.974394424,0.822975769,ml
559,3.275882418,-0.17971084,2.224749708,0.591754401,ml
560,1.261202991,0.277266348,1.845336822,0.732965191,ml
561,0.814052511,-0.223629212,1.219138263,0.118755596,ml
562,0.793975183,0.186328749,0.980196171,0.019803829,ml
563,0.396611811,0.191973511,1.291739349,1.115504222,ml
5641,2.847669594,0.500066654,4.303049229,1.853554798,ml
5661,1.409260942,-0.307466532,2.045383247,0.059787503,ml
567,0.726293745,-0.13918406,1.593710329,0.976896695,ml
569,0.599662719,0.312969076,1.112372949,0.779039615,ml
5701,0.512050274,-0.025568881,0.775043888,0.474191211,ml
5721,1.146831154,0.181630527,4.040621208,0.60574759,ml
573,0.511459501,0.071615471,0.493480074,0.367406253,ml
575,1.684566163,-0.010789689,6.88134729,0.792890403,ml
5771,0.609003342,-0.016266955,0.751964266,0.386560798,ml
5791,0.886968482,-0.056378213,0.949491845,0.500001777,ml
5871,0.530120419,0.051573104,0.367857578,0.162253033,ml
588,0.953633064,0.559265024,1.918559423,1.306187792,ml
589,0.493779594,0.205299844,0.704586769,0.549535856,ml
5901,2.628668078,-0.012047791,6.768975658,0.387628369,ml
5911,0.437948029,0.059262835,0.691925499,0.535218779,ml
593,1,0,1,0,ml
5941,1.51074803,0.141099132,4.397779289,1.46592643,ml
5951,0.641694156,-0.065414763,0.626401836,0.126401836,ml
5991,1.80552732,-0.082893136,6.75133804,3.526586872,ml
6001,0.58985074,-0.0008706,0.400988028,0.166094388,ml
603,1.149797928,0.124093324,1.834380562,0.925208751,ml
604,0.649045821,-0.13597825,0.815855307,0.32747712,ml
605,0.743148328,0.105576635,0.904692045,0.349197528,ml
6061,1.015386855,-0.362152496,1.12026702,0.386253975,ml
609,0.858025631,0.027492527,0.753652043,0.339439447,ml
613,0.705292544,-0.09468853,1.132212764,0.208868473,ml
614,1.295981245,-0.049769328,1.404836095,0.130600862,ml
6161,0.80740223,-0.097278313,1.464479851,0.518548915,ml
6201,0.795460624,-0.01427789,0.78317717,0.036164755,ml
622,0.999119151,0.080637043,1.753186046,0.96293273,ml
623,0.846303035,-0.150220491,1.132707577,0.157189559,ml
6271,0.649553725,0.131324522,0.876217969,0.366686801,ml
6301,3.085936636,0.472964998,5.315526178,0.921668743,ml
6311,0.335507941,0.054522372,0.225782398,0.065453915,ml
6331,3.123409435,0.335890532,6.828949322,2.19594756,ml
6341,0.862909841,0.245799042,0.826661465,0.133730877,ml
6351,0.434031673,0.075945175,0.860753911,0.67725065,ml
6371,2.254486677,0.056323007,5.174237693,0.724743262,ml
638,0.803715909,0.107521958,0.660754683,0.333265431,ml
639,0.845070641,0.223478414,0.959469967,0.4418322,ml
640,0.875390163,0.084071654,2.43983062,0.34378039,ml
643,1.447134692,0.406658779,4.915416907,0.758820786,ml
645,0.70653405,0.029937617,0.408774069,0.016696157,ml
6461,1.143503388,0.146505912,2.093095483,0.224746811,ml
649,0.766089758,0.054393331,2.335729279,0.800197788,ml
652,0.784679302,0.295588177,0.680885688,0.43970522,ml
655,0.806218445,0.065152296,0.750000444,0.199489713,ml
6561,1.192405659,0.260329184,2.590768109,0.288675732,ml
6591,0.697131941,-0.081085466,1.040807101,0.112005079,ml
6631,0.750995131,-0.047370673,1.881325278,0.464271903,ml
6641,0.850090652,-0.152869896,0.324264196,0.075736175,ml
666,0.92070729,-0.0763409,4.739114069,0.715422915,ml
667,0.747905813,0.047242558,0.288901043,0.062570566,ml
671,0.593648867,0.045246764,0.381244404,0.143734745,ml
6731,2.00605798,0.198862169,2.921671971,0.47217901,ml
6751,0.757650744,0.19217425,1.181408163,0.204123877,ml
6771,0.702594542,0.148436829,0.705349467,0.054069064,ml
6801,0.863601169,0.242744419,0.373584609,0.206211533,ml
6811,1.029131927,0.231836334,4.560463088,1.414213521,ml
682,1.064652346,-0.007900966,1.326679055,0.228635106,ml
683,0.614694624,-0.016362413,0.2453838,0.093195685,ml
6861,0.690353095,0.12853043,0.784433704,0.520421379,ml
690,0.586061964,0.063824015,2.256707516,0.75670913,ml
6941,0.632266078,0.190426689,0.800319069,0.444597705,ml
6981,0.609418564,0.127978078,1.215717102,0.784281365,ml
700,0.53297849,-0.046061973,0.131244888,0.06268134,ml
704,0.409427082,0.022815562,0.290889119,0.09696304,ml
710,0.962478237,-0.039251951,3.34510856,1.37573647,ml
711,0.549277985,0.045582723,0.300552205,0.067326286,ml
7121,1.679109613,0.149612774,3.499014004,2.302092377,ml
7131,0.961082388,0.240303959,1.688179683,0.588277566,ml
714,0.706521946,-0.040299597,1.37081024,0.220980395,ml
715,0.676078125,0.042504547,0.86065784,0.058414768,ml
7221,0.706351656,-0.08889665,1.639492711,0.572643319,ml
7231,0.791051635,-0.28819208,1.086445812,0.396546971,ml
724,0.96505378,0.016354919,2.438547739,1.599069139,ml
725,0.832437842,0.245702639,2.548025115,1.095607797,ml
728,0.507221922,0.023382058,0.430472776,0.259605623,ml
730,0.712574731,-0.08470174,0.949491845,0.500001777,ml
734,0.814861582,0.01171529,0.450231572,0.051588214,ml
735,0.744621374,0.169352443,0.5,0.248187219,ml
7361,1.713725888,0.289224726,2.668126569,0.696922263,ml
738,0.724330645,0.066079255,1.309720704,0.113052694,ml
7431,0.49596767,-0.087719559,0.934846332,0.065153668,ml
7441,0.832765289,0.109375797,1.241583723,0.166666667,ml
748,0.447725728,-0.036265062,0.313004591,0.115022154,ml
7531,0.755041826,0.071909474,0.657171662,0.03040442,ml
7581,0.389570237,0.017536476,0.270329317,0.101748039,ml
759,0.718708538,-0.243270413,0.576371116,0.021461103,ml
760,0.789138786,0.101597536,2.337113791,1.112371264,ml
764,1.059874052,0.546205987,3.888962456,2.535407657,ml
767,0.760517978,-0.084262398,1.581212962,0.093931339,ml
770,0.585453145,-0.007870039,0.660742147,0.182119175,ml
771,0.686453964,-0.097219756,0.827453169,0.182492012,ml
772,0.623982183,0.130186763,0.782950392,0.312316048,ml
7791,0.388230715,-0.053921249,0.268897202,0.03917668,ml
781,0.937265544,0.073130925,2.015428959,0.326921608,ml
7841,0.972094828,0.079912409,4.426253509,0.456877865,ml
7881,0.374084543,0.246545385,0.120569309,0.100650959,ml
7941,0.574361469,-0.052165454,0.403036194,0.028399544,ml
798,1.233723209,0.34804081,3.05790306,0.189550833,ml
799,0.987347222,0.283997222,0.677916675,0.102589439,ml
801,0.535780145,0.273542444,0.614639033,0.437301445,ml
802,2.797578777,0.043300395,8.138962456,2.207109597,ml
803,0.911320915,-0.139245676,0.747128581,0.203495547,ml
8041,0.419675199,0.0740793,0.534846605,0.224745159,ml
8051,0.798543236,0.052269705,1.0912603,0.01391045,ml
808,1.491501558,0.037018213,7.363709671,0.982362382,ml
8111,0.574572539,0.048815177,0.480072286,0.12539711,ml
814,0.791197414,-0.046734591,0.571755235,0.281790118,ml
8151,0.560755285,-0.001532473,0.302692785,0.142548222,ml
822,0.92037018,0.201839023,0.988512327,0.662837886,ml
8231,0.523224484,0.03604438,0.248260564,0.0510435,ml
8241,1.417881409,-0.458116062,3.235926617,0.316986684,ml
826,0.910247108,0.348179858,0.467086338,0.191831861,ml
8281,1.523521927,0.29285767,4.365055287,1.39385098,ml
831,2.146700845,0.029174197,4.773304114,1.985602153,ml
8321,0.627274576,0.025726975,0.548957437,0.073976944,ml
836,0.86034036,0.224321662,2.661423335,1.49405213,ml
837,0.629856501,-0.005381226,0.413043752,0.286319994,ml
8391,0.977738201,-0.112855603,5.061927437,1.325226538,ml
8421,0.741974792,-0.019750454,0.326930198,0.124166647,ml
843,1.220970492,0.122198984,2.456881419,1.007387797,ml
8461,1.478020696,0.027986536,6.931856812,1.224747215,ml
8471,0.68718541,0.094422993,0.714600262,0.240260397,ml
852,1.225939659,-0.501122687,2.308770591,0.37339458,ml
854,0.325115067,-0.071159939,0.516695461,0.215842784,ml
8571,0.729055359,0.057707192,1.59344538,0.192143214,ml
8591,0.993643744,0.012717287,2.469668599,1.479894804,ml
860,1.003787621,0.257100572,1.538078765,0.82063964,ml
861,0.976319324,-0.018686348,1.901045382,0.007200514,ml
867,1.89649799,0.611394903,2.696928718,0.880431064,ml
8691,0.771482077,-0.089680854,1.658921147,1.209431079,ml
872,0.613652832,-0.103372882,1.155746324,0.589920659,ml
873,0.985276413,0.339407014,1.108409438,0.209429302,ml
8761,0.821096499,-0.108334877,0.51637186,0.192240356,ml
8771,0.85919357,-0.056111333,1.542585551,0.007927934,ml
882,0.979655204,0.038751509,2.643605416,0.007927934,ml
8831,0.986503392,0.092017428,1.008819532,0.25,ml
886,0.768091466,-0.044512529,0.518846292,0.059934894,ml
891,0.370405933,0.214280367,0.065591049,0.02472879,ml
8921,0.608912963,0.035469654,3.226652552,0.774235234,ml
893,0.632505238,0.209360938,0.689611072,0.354507013,ml
8941,0.612126034,0,0.216392113,0.072130704,ml
898,0.773919057,-0.291151477,0.227676343,0.022268183,ml
9001,0.725875887,-0.103452606,1.678259479,0.042581998,ml
901,1.010841624,0.065389803,2.045129496,0.437002077,ml
904,0.571600367,0.102460506,0.779650486,0.443086623,ml
9051,1.024646848,0.024646848,1.408248827,0.408248827,ml
907,2.14994652,0.060063438,3.210351861,0.577350099,ml
909,0.540926178,0.082328857,1.093599688,0.473396796,ml
9141,0.592816594,0.169416277,0.62038767,0.02932116,ml
915,0.906345203,0.134114518,1.325761319,0.14898392,ml
916,0.432925893,-0.005444668,0.335300895,0.075110807,ml
9181,1.349564784,0.242881643,1.19692549,0.380427836,ml
9191,1.690148473,-0.034152072,5.88134729,0.5,ml
920,0.814784928,0.196396301,1.167999624,0.023935936,ml
9231,0.646873554,-0.006741935,0.308073882,0.040558337,ml
926,0.840050028,-0.149527515,2.71828885,0.165375549,ml
929,1.144208442,-0.226799268,1.059731857,0.480950671,ml
930,0.559978381,0.322664432,2.454835737,2.096117332,ml
931,0.445401943,0.018087791,0.265242232,0,ml
9341,2.339975289,0.126627448,2.829920797,1.19692549,ml
9351,1.119929012,0.331691954,3.83651999,2.629410393,ml
937,3.208147383,-0.372920739,5.773304114,0.197906648,ml
938,0.553156892,0.162823673,0.200449379,0.063710335,ml
9391,0.96216285,-0.134460423,2.026145636,0.107205703,ml
9401,0.900706635,0.117692378,0.965253905,0.095371026,ml
9411,0.812488815,0.231974067,0.589920659,0.410079341,ml
942,0.704470405,0.237095016,1.004486834,0.750153817,ml
943,1.196988885,0.054831614,4.91542086,1.46592643,ml
947,0.994219856,-0.118174175,3.69444227,0.866026408,ml
950,1.004702708,0.297593102,2.029375929,1.029375929,ml
9541,2.276574295,0.727041709,3.431852859,0.724743262,ml
9551,0.754600006,0.185941348,1.356810981,0.643189019,ml
959,0.794790588,-0.186284355,0.651613053,0.17935941,ml
9601,0.504303341,0.045398768,0.25834773,0.042504946,ml
9621,1.388549773,-0.270525209,1.908252054,0.091754401,ml
963,1.071594509,-0.069193575,2.426248179,0.65891937,ml
967,0.460488053,0.145489523,0.909171811,0.599070365,ml
968,1.544600157,0.290330106,4.156600074,1.931856812,ml
969,0.620404846,0.127960514,1.145788076,0.944629838,ml
9711,1.93991812,0.535315162,4.98462745,2.19692549,ml
975,0.713329176,0.004279057,1.086704648,0.423681152,ml
9771,1.508093382,-0.103485346,1.644482008,0.425208751,ml
979,0.627013546,0.023969254,0.807007826,0.372833492,ml
9801,0.715233869,0,1.303222281,0,ml
984,0.781426813,0.063939261,0.964424632,0.460797445,ml
985,1.008649837,0.048227153,1.499507809,0.802584568,ml
986,0.885504762,-0.224869653,1.858718405,0.687147462,ml
9881,0.751455826,-0.037444771,1.612373608,0.500001976,ml
990,1.187438487,0.419195529,2.875740023,1.557901283,ml
995,0.538884493,-0.042294086,0.455039716,0.110786386,ml
9961,0.691558377,0.121918988,0.965004015,0.143189019,ml
1007,0.149402676,0,0.102168894,0,ml
10121,0.568006794,0.358684449,2.160743078,1.526769711,ml
1013,0.301732038,0.036740203,0.366713906,0.054413664,ml
10181,0.76719794,-0.12901821,1.092566183,0.26181566,ml
10191,0.390895353,0.157441331,0.525880942,0.407503333,ml
1020,2.399540811,-0.251143363,2.724752935,0.091751173,ml
1022,1.130054405,0.046449741,2.128445068,0.8394786,ml
10241,0.797275173,0.113834083,0.794651484,0.259419482,ml
1025,0.519019365,0.136898554,0.614119246,0.334583481,ml
1026,2.291824955,-0.452799395,4.392876277,2.999025297,ml
1028,1.025629913,-0.249509507,4.995459261,1.803224596,ml
1030,0.412284815,0.126552464,1.12350358,0.898759198,ml
1031,1.476136908,0.369453768,2.316500881,1.500003227,ml
10321,1.811451234,0.336938228,5.94949443,2.5,ml
1033,0.504188417,0.107064463,0.518390977,0.030631511,ml
10361,1.220874253,0.156288494,1.607258268,0.607258268,ml
1038,0.829690452,-0.013030509,1.39239108,0.812595971,ml
10411,0.934586677,0.151515303,0.916814236,0.289577657,ml
1044,0.716707412,0.123083317,0.343493762,0.077452886,ml
1048,0.524162032,-0.039596798,0.833154472,0.383664404,ml
10501,1.562846811,0.216843579,4.044228443,2.112375584,ml
10511,0.97281337,0.040965645,2.611083147,0.307856786,ml
1055,0.8280114,0.248759481,0.520520161,0.143693523,ml
10581,0.685369749,-0.141650368,1.279930387,0.893944471,ml
1059,0.381899886,-0.029398166,0.214991562,0.018761157,ml
1062,0.981928984,0.069767097,1.704122141,0.295874632,ml
10631,0.637400284,0.417034782,1.429732084,1.074682007,ml
10641,0.560591287,0.058136263,0.444164316,0.186639957,ml
1068,1.025183792,-0.076405698,2.716820653,0.918860382,ml
1069,0.846256675,-0.099183646,1.905632614,1.043259007,ml
1070,0.789246267,-0.096071236,1.512471065,0.512471065,ml
10711,0.592667246,0.104919658,1.172411936,0.882514381,ml
1073,1.208853377,-0.132017463,2.837118846,0.612375584,ml
10771,0.77078932,-0.103227216,0.521941874,0.27338638,ml
10781,1.071899647,-0.092987154,3.687771165,1.182163822,ml
10821,0.548624056,0.099199077,0.518105456,0.243053825,ml
1084,0.981961057,0.132307936,0.460825292,0.099466456,ml
10881,0.625686872,0.158035096,0.164326728,0.05095822,ml
10981,1.40753286,-0.182166939,3.749013197,1.735596552,ml
11021,3.567071037,-0.640990818,7.863709671,2.414215241,ml
1103,0.410052564,0.042039443,0.362402649,0.026780969,ml
1106,0.702213598,0.487482675,0.824390842,0.599646459,ml
1107,3.491830487,0.069228783,6.25890304,0.838205772,ml
1108,0.536135328,0.186883735,0.451877838,0,ml
1109,1.383884355,0.588114596,1.626715208,0.724345342,ml
11121,1.069331833,0.443389126,1.497505751,0.221362258,ml
1115,0.697165623,-0.055117194,2.131046214,0.143189019,ml
11181,0.612998544,-0.144065055,0.365322348,0.048095174,ml
1123,0.63112697,0.06170074,0.39667392,0.047832328,ml
1124,0.929679965,0.578892299,2.321816456,1.952418778,ml
1125,2.967239339,0.190548399,4.863705718,0,ml
11261,0.398832202,0.112682188,0.480522256,0.228709476,ml
1128,3.196003762,0.582755505,4.026846287,0,ml
1129,0.724923433,0.316458019,0.653861999,0,ml
11311,0.812407671,-0.234688622,1.419738074,0.039943418,ml
11321,0.508225472,0.027077401,1.689878309,1.03096011,ml
1137,0.612664434,-0.112868477,1.315413311,0.606181579,ml
1139,1.081970603,-0.211436181,3.051982444,1.472187335,ml
11401,0.611262463,-0.065080035,1.28314972,0.574147121,ml
1141,0.812942634,-0.003555253,0.758818883,0.258818883,ml
1143,1.410193163,0.012182694,3.735926617,0.21828885,ml
1148,0.794190926,0.14315384,0.637927583,0.125271504,ml
11501,0.666310472,-0.047606745,0.432516101,0.213754071,ml
11511,0.7824848,0.067578673,0.734290024,0.04535059,ml
11531,0.490572118,0.018895063,0.449489269,0.224744635,ml
11551,2.034843612,-0.131092633,5.251334087,1.094737966,ml
1156,0.515017695,-0.034028312,0.472966419,0.302848954,ml
1159,1.032696987,0.136385519,0.8654981,0.216069469,ml
11601,0.465113841,-0.069203297,0.192240356,0.089218806,ml
1164,1.254558404,-0.266127398,4.030023081,0.192143214,ml
11651,0.256076108,0.013850442,0.367502922,0.067438518,ml
1168,0.76577136,-0.076945608,0.625859594,0.156493855,ml
1169,0.674292348,0.181507897,1.119365137,0.277048375,ml
1171,0.814481935,0.116816395,1.708072697,0.521019476,ml
11741,1.018820268,0.431760584,0.868817852,0.217451309,ml
11781,0.527317355,0.122775819,0.311933238,0.093700459,ml
11801,0.895202401,0.083866665,1.5635039,0.392505861,ml
1184,0.510332208,-0.005036657,0.46465539,0.021713868,ml
11871,0.849912765,-0.200059919,0.806186933,0.102062042,ml
1189,0.644050045,-0.278801449,1.574680861,0.144948777,ml
11911,0.695628767,-0.048764873,0.748334095,0.094472096,ml
11921,0.353087218,0.015624473,0.472965468,0.232383999,ml
1194,0.96147373,0.080318608,2.578302014,0.646449154,ml
11971,0.85288455,0.026421751,1.999997548,0.379794657,ml
1198,0.785506921,0.059971974,1.467160651,0.757632202,ml
1199,0.508112172,0.110203154,0.234407242,0.043014833,ml
1201,0.836064739,0.157330121,1.168390937,0.858289491,ml
1204,0.848234441,-0.194623051,0.846741207,0.134875969,ml
1205,0.763901913,-0.18156883,1.807138898,0.035898204,ml
12071,0.707636995,0.211637325,0.496226632,0.282288004,ml
1208,0.605962795,0.066407128,0.668281932,0.393478327,ml
