"","nodeid","parent","indv","generation","n","beta.ave","beta.diff","gamma.ave","gamma.diff"
"999","(60, 317, 31)-(81, 312, 34)","(81, 312, 34)-(86, 308, 33)","hht09",0,NA,NA,NA,NA,NA
"1000","(75, 289, 49)-(86, 308, 33)","(86, 308, 33)-(97, 305, 30)","hht09",0,NA,NA,NA,NA,NA
"1001","(97, 315, 23)-(105, 306, 28)","(105, 306, 28)-(118, 310, 26)","hht09",0,NA,NA,NA,NA,NA
"1002","(104, 311, 15)-(106, 288, 16)","(105, 260, 24)-(106, 288, 16)","hht09",0,NA,NA,NA,NA,NA
"1003","(92, 230, 23)-(105, 260, 24)","(105, 260, 24)-(108, 259, 28)","hht09",0.8,2,0.56279437705723,0.0466667801645436,2.05145390972702,0.0516042965605511
"1004","(82, 161, 26)-(92, 230, 23)","(92, 230, 23)-(105, 260, 24)","hht09",0.7,2,0.649767766969581,-0.253040360805565,0.22022004936769,0.0934450488970882
"1005","(82, 161, 26)-(86, 183, 20)","(82, 161, 26)-(92, 230, 23)","hht09",0,NA,NA,NA,NA,NA
"1006","(81, 152, 25)-(82, 161, 26)","(82, 161, 26)-(92, 230, 23)","hht09",0.7,2,0.572834237309351,-0.170136303128369,0.777681475398303,0.455623468933097
"1007","(81, 152, 25)-(86, 157, 20)","(81, 152, 25)-(82, 161, 26)","hht09",0,NA,NA,NA,NA,NA
"1008","(80, 149, 25)-(81, 152, 25)","(81, 152, 25)-(82, 161, 26)","hht09",0.6,2,0.745707695482054,-0.0662562396951565,3.79087608207983,2.84287997770726
"1009","(79, 147, 27)-(80, 149, 25)","(80, 149, 25)-(81, 152, 25)","hht09",0.6,2,1.19670371173389,0.163234927273702,15.1931362249052,13.7887196568666
"1010","(79, 147, 27)-(83, 89, 23)","(79, 147, 27)-(80, 149, 25)","hht09",0.5,2,0.582253894892753,0.0995777675681607,0.0721629341476438,0.00809911838740061
"1011","(83, 89, 23)-(83, 93, 20)","(79, 147, 27)-(83, 89, 23)","hht09",0,NA,NA,NA,NA,NA
"1012","(78, 86, 20)-(83, 89, 23)","(79, 147, 27)-(83, 89, 23)","hht09",0.5,2,0.819246149726637,0.0418070985074102,2.5132245389505,0.858723090265513
"1013","(71, 83, 23)-(78, 86, 20)","(78, 86, 20)-(83, 89, 23)","hht09",0,NA,NA,NA,NA,NA
"1014","(70, 81, 36)-(78, 86, 20)","(78, 86, 20)-(83, 89, 23)","hht09",0.4,2,0.849701285959564,-0.124927000478877,0.173349084418727,0.131239459670352
"1015","(70, 81, 36)-(70, 81, 37)","(70, 81, 36)-(78, 86, 20)","hht09",0.2,2,0.843689986488066,-0.0108844474937009,5.37058586111555,4.00127903115626
"1016","(70, 81, 37)-(75, 82, 43)","(70, 81, 36)-(70, 81, 37)","hht09",0,NA,NA,NA,NA,NA
"1017","(70, 81, 37)-(71, 81, 38)","(70, 81, 36)-(70, 81, 37)","hht09",0,NA,NA,NA,NA,NA
"1018","(66, 76, 37)-(70, 81, 36)","(70, 81, 36)-(78, 86, 20)","hht09",0.3,2,1.28924870675068,0.179983240133434,0.717222948268014,0.20928543440509
"1019","(66, 76, 37)-(69, 76, 39)","(66, 76, 37)-(70, 81, 36)","hht09",0.3,2,1.02216588639938,0.0559086633276796,3.65048613118695,0.65152351535992
"1020","(69, 76, 39)-(72, 79, 32)","(66, 76, 37)-(69, 76, 39)","hht09",0,NA,NA,NA,NA,NA
"1021","(65, 75, 46)-(69, 76, 39)","(66, 76, 37)-(69, 76, 39)","hht09",0.2,2,0.897847080563084,0.0224809191808765,0.676082575649275,0.362874564557285
"1022","(63, 71, 45)-(65, 75, 46)","(65, 75, 46)-(69, 76, 39)","hht09",0,NA,NA,NA,NA,NA
"1023","(59, 73, 57)-(65, 75, 46)","(65, 75, 46)-(69, 76, 39)","hht09",0,NA,NA,NA,NA,NA
"1024","(61, 77, 33)-(66, 76, 37)","(66, 76, 37)-(70, 81, 36)","hht09",0.2,2,0.65391739629978,-0.0309825573583488,0.735750735635873,0.0695627591909023
"1025","(58, 78, 29)-(61, 77, 33)","(61, 77, 33)-(66, 76, 37)","hht09",0,NA,NA,NA,NA,NA
"1026","(57, 78, 34)-(61, 77, 33)","(61, 77, 33)-(66, 76, 37)","hht09",0,NA,NA,NA,NA,NA
"1027","(77, 144, 27)-(79, 147, 27)","(79, 147, 27)-(80, 149, 25)","hht09",0.3,2,0.758841217885236,0.224745258779182,3.00360491688576,2.30248513136123
"1028","(75, 142, 28)-(77, 144, 27)","(77, 144, 27)-(79, 147, 27)","hht09",0,NA,NA,NA,NA,NA
"1029","(68, 125, 24)-(77, 144, 27)","(77, 144, 27)-(79, 147, 27)","hht09",0.2,2,0.639291013882486,0.0962823697241163,0.306092905389836,0.173957985109663
"1030","(68, 125, 24)-(73, 119, 22)","(68, 125, 24)-(77, 144, 27)","hht09",0,NA,NA,NA,NA,NA
"1031","(66, 123, 25)-(68, 125, 24)","(68, 125, 24)-(77, 144, 27)","hht09",0,NA,NA,NA,NA,NA
"1032","(74, 153, 17)-(80, 149, 25)","(80, 149, 25)-(81, 152, 25)","hht09",0.2,2,0.85950779320461,-0.101975430057573,0.164329013814197,0.120177072157284
"1033","(74, 153, 17)-(74, 154, 17)","(74, 153, 17)-(80, 149, 25)","hht09",0,NA,NA,NA,NA,NA
"1034","(73, 155, 12)-(74, 153, 17)","(74, 153, 17)-(80, 149, 25)","hht09",0,NA,NA,NA,NA,NA
"1035","(33, 245, 25)-(92, 230, 23)","(92, 230, 23)-(105, 260, 24)","hht09",0,NA,NA,NA,NA,NA
"1036","(89, 205, 16)-(97, 218, 16)","0","hht10",1,2,0.795162741525519,-0.0820345502395573,1.41603574094171,0.621407982963495
"1037","(83, 175, 16)-(89, 205, 16)","(89, 205, 16)-(97, 218, 16)","hht10",1,2,0.709762695269992,0.320703303164252,0.394487240197008,0.144825200927676
"1038","(83, 175, 16)-(86, 178, 19)","(83, 175, 16)-(89, 205, 16)","hht10",0,NA,NA,NA,NA,NA
"1039","(80, 160, 12)-(83, 175, 16)","(83, 175, 16)-(89, 205, 16)","hht10",0.7,2,0.729380258357816,-0.373622488553516,1.03842960787586,0.124686294009678
"1040","(80, 160, 12)-(81, 144, 10)","(80, 160, 12)-(83, 175, 16)","hht10",0,NA,NA,NA,NA,NA
"1041","(77, 147, 13)-(80, 160, 12)","(80, 160, 12)-(83, 175, 16)","hht10",0.7,2,0.649253797614839,0.122126153687332,1.30415310290913,0.0387888257720188
"1042","(77, 147, 13)-(78, 127, 13)","(77, 147, 13)-(80, 160, 12)","hht10",0,NA,NA,NA,NA,NA
"1043","(76, 126, 18)-(77, 147, 13)","(77, 147, 13)-(80, 160, 12)","hht10",0.4,2,0.662511791154637,0.16770205775885,2.52102669202229,1.02731820365208
"1044","(76, 126, 18)-(88, 65, 31)","(76, 126, 18)-(77, 147, 13)","hht10",0,NA,NA,NA,NA,NA
"1045","(68, 98, 22)-(76, 126, 18)","(76, 126, 18)-(77, 147, 13)","hht10",0,NA,NA,NA,NA,NA
"1046","(79, 201, 20)-(89, 205, 16)","(89, 205, 16)-(97, 218, 16)","hht10",0.4,2,0.583048272763732,-0.142544815624362,6.31648647365499,3.406585859096
"1047","(79, 201, 20)-(92, 98, 33)","(79, 201, 20)-(89, 205, 16)","hht10",0,NA,NA,NA,NA,NA
"1048","(46, 206, 20)-(79, 201, 20)","(79, 201, 20)-(89, 205, 16)","hht10",0,NA,NA,NA,NA,NA
"1049","(112, 255, 34)-(112, 311, 38)","0","hht11",1,2,0.651509672987979,-0.12411134906108,0.31349898016884,0.252791713546376
"1050","(112, 255, 34)-(118, 225, 35)","(112, 255, 34)-(112, 311, 38)","hht11",0.8,2,0.650890101779766,-0.0901978179982638,2.36510934725831,2.20075458674092
"1051","(118, 225, 35)-(121, 220, 34)","(112, 255, 34)-(118, 225, 35)","hht11",0.3,2,0.814940471495536,0.230390534411242,5.76342451700093,5.07482330229702
"1052","(121, 220, 34)-(179, 237, 34)","(118, 225, 35)-(121, 220, 34)","hht11",0.2,2,0.571947334126899,0.0703176566493098,0.154029709141177,0.0948136835495405
"1053","(179, 237, 34)-(192, 246, 37)","(121, 220, 34)-(179, 237, 34)","hht11",0,NA,NA,NA,NA,NA
"1054","(178, 240, 36)-(179, 237, 34)","(121, 220, 34)-(179, 237, 34)","hht11",0,NA,NA,NA,NA,NA
"1055","(119, 217, 36)-(121, 220, 34)","(118, 225, 35)-(121, 220, 34)","hht11",0,NA,NA,NA,NA,NA
"1056","(101, 100, 31)-(118, 225, 35)","(112, 255, 34)-(118, 225, 35)","hht11",0.6,2,0.645514386291736,0.0938351005837139,0.0696302207383509,0.00480772884361875
"1057","(99, 88, 31)-(101, 100, 31)","(101, 100, 31)-(118, 225, 35)","hht11",0.6,2,0.793432195013955,0.0370283248862076,1.6073239530096,0.018411514226118
"1058","(99, 88, 31)-(112, 82, 39)","(99, 88, 31)-(101, 100, 31)","hht11",0.2,2,1.09861791535712,0.275759249322286,0.461620951515752,0.0677828521468858
"1059","(112, 82, 39)-(113, 78, 34)","(99, 88, 31)-(112, 82, 39)","hht11",0,NA,NA,NA,NA,NA
"1060","(107, 76, 46)-(112, 82, 39)","(99, 88, 31)-(112, 82, 39)","hht11",0,NA,NA,NA,NA,NA
"1061","(90, 82, 40)-(99, 88, 31)","(99, 88, 31)-(101, 100, 31)","hht11",0.5,2,0.957270484064203,0.0520156779358442,0.112576270667955,0.0466154118586448
"1062","(90, 82, 40)-(90, 84, 42)","(90, 82, 40)-(99, 88, 31)","hht11",0,NA,NA,NA,NA,NA
"1063","(90, 81, 41)-(90, 82, 40)","(90, 82, 40)-(99, 88, 31)","hht11",0.5,2,1.0130346831955,0.104342323455067,5.01069569583873,3.7996354343149
"1064","(90, 81, 41)-(97, 75, 48)","(90, 81, 41)-(90, 82, 40)","hht11",0.3,2,0.79912117081007,-0.0141158604980241,0.400658353172711,0.263199244810832
"1065","(97, 75, 48)-(98, 74, 49)","(90, 81, 41)-(97, 75, 48)","hht11",0.3,2,1.53592861731248,0.271654105314735,2.69489900488121,1.13082306302419
"1066","(98, 74, 49)-(102, 73, 51)","(97, 75, 48)-(98, 74, 49)","hht11",0.2,2,0.794491324193116,-0.0345452818530017,1.0819735573263,0.441788687001979
"1067","(102, 73, 51)-(107, 77, 53)","(98, 74, 49)-(102, 73, 51)","hht11",0,NA,NA,NA,NA,NA
"1068","(102, 71, 53)-(102, 73, 51)","(98, 74, 49)-(102, 73, 51)","hht11",0,NA,NA,NA,NA,NA
"1069","(97, 72, 50)-(98, 74, 49)","(97, 75, 48)-(98, 74, 49)","hht11",0,NA,NA,NA,NA,NA
"1070","(94, 79, 53)-(97, 75, 48)","(90, 81, 41)-(97, 75, 48)","hht11",0,NA,NA,NA,NA,NA
"1071","(89, 80, 40)-(90, 81, 41)","(90, 81, 41)-(90, 82, 40)","hht11",0.2,2,1.21597584053674,-0.115493384311781,1.52062208408619,0.956546142229174
"1072","(89, 79, 40)-(89, 80, 40)","(89, 80, 40)-(90, 81, 41)","hht11",0,NA,NA,NA,NA,NA
"1073","(87, 79, 37)-(89, 80, 40)","(89, 80, 40)-(90, 81, 41)","hht11",0,NA,NA,NA,NA,NA
"1074","(98, 109, 35)-(101, 100, 31)","(101, 100, 31)-(118, 225, 35)","hht11",0,NA,NA,NA,NA,NA
"1075","(111, 257, 31)-(112, 255, 34)","(112, 255, 34)-(112, 311, 38)","hht11",0.9,2,0.81556388868768,0.00939130370180513,2.52396519332048,1.02053665710641
"1076","(109, 253, 29)-(111, 257, 31)","(111, 257, 31)-(112, 255, 34)","hht11",0.9,2,0.689435503156521,-0.0370269768401982,8.54125937574606,7.44580277324335
"1077","(109, 253, 29)-(121, 165, 25)","(109, 253, 29)-(111, 257, 31)","hht11",0.9,2,0.87629617021517,0.0463142929383531,0.139419323571437,0.0210870747738826
"1078","(121, 165, 25)-(122, 152, 25)","(109, 253, 29)-(121, 165, 25)","hht11",0.8,2,0.895491630726174,0.0531781500176832,1.06020212532945,0.0416020388103889
"1079","(122, 137, 27)-(122, 152, 25)","(121, 165, 25)-(122, 152, 25)","hht11",0.6,2,0.724704907397246,0.293797891019889,3.40466340189263,1.03135764805656
"1080","(122, 137, 27)-(134, 118, 50)","(122, 137, 27)-(122, 152, 25)","hht11",0,NA,NA,NA,NA,NA
"1081","(108, 80, 23)-(122, 137, 27)","(122, 137, 27)-(122, 152, 25)","hht11",0.6,2,0.648348283396794,0.0208330362335031,0.228887722551999,0.0137532583868234
"1082","(108, 80, 23)-(123, 76, 20)","(108, 80, 23)-(122, 137, 27)","hht11",0.3,2,0.814982560658835,-0.0413767016084921,0.378262236570614,0.216478419357248
"1083","(123, 76, 20)-(125, 74, 21)","(108, 80, 23)-(123, 76, 20)","hht11",0.2,2,0.964172693300448,-0.0680358680910307,1.98267719399833,0.507787302696913
"1084","(125, 74, 21)-(126, 77, 24)","(123, 76, 20)-(125, 74, 21)","hht11",0,NA,NA,NA,NA,NA
"1085","(125, 73, 16)-(125, 74, 21)","(123, 76, 20)-(125, 74, 21)","hht11",0,NA,NA,NA,NA,NA
"1086","(119, 83, 16)-(123, 76, 20)","(108, 80, 23)-(123, 76, 20)","hht11",0,NA,NA,NA,NA,NA
"1087","(100, 71, 17)-(108, 80, 23)","(108, 80, 23)-(122, 137, 27)","hht11",0.5,2,1.00770783699534,0.0823166690023749,0.810756135123086,0.0491813391937902
"1088","(99, 60, 9)-(100, 71, 17)","(100, 71, 17)-(108, 80, 23)","hht11",0.5,2,0.74395700494003,0.0831882597540988,0.732896460523327,0.635434841737919
"1089","(99, 59, 8)-(99, 60, 9)","(99, 60, 9)-(100, 71, 17)","hht11",0.3,2,1.14410371653245,-0.0260693663909914,1.36514825535111,0.634851744648886
"1090","(99, 59, 7)-(99, 59, 8)","(99, 59, 8)-(99, 60, 9)","hht11",0,NA,NA,NA,NA,NA
"1091","(99, 57, 6)-(99, 59, 8)","(99, 59, 8)-(99, 60, 9)","hht11",0.3,2,0.848625147770353,0.00445114092823305,3.87665983531266,1.07015480773549
"1092","(99, 47, 13)-(99, 57, 6)","(99, 57, 6)-(99, 59, 8)","hht11",0,NA,NA,NA,NA,NA
"1093","(97, 54, 0)-(99, 57, 6)","(99, 57, 6)-(99, 59, 8)","hht11",0.2,2,1.02258806224068,-0.0553743689940679,0.353294549455626,0.181178036647288
"1094","(97, 51, 3)-(97, 54, 0)","(97, 54, 0)-(99, 57, 6)","hht11",0,NA,NA,NA,NA,NA
"1095","(96, 53, 0)-(97, 54, 0)","(97, 54, 0)-(99, 57, 6)","hht11",0,NA,NA,NA,NA,NA
"1096","(99, 51, 23)-(99, 60, 9)","(99, 60, 9)-(100, 71, 17)","hht11",0,NA,NA,NA,NA,NA
"1097","(97, 80, 19)-(100, 71, 17)","(100, 71, 17)-(108, 80, 23)","hht11",0,NA,NA,NA,NA,NA
"1098","(118, 139, 21)-(122, 152, 25)","(121, 165, 25)-(122, 152, 25)","hht11",0.5,2,0.688738712538715,0.054876873973041,1.05423353372642,0.649060070665387
"1099","(118, 139, 21)-(131, 117, 25)","(118, 139, 21)-(122, 152, 25)","hht11",0.5,2,0.74788475569738,-0.0741389614373517,0.463185311052332,0.243941224235742
"1100","(131, 117, 25)-(142, 102, 25)","(118, 139, 21)-(131, 117, 25)","hht11",0,NA,NA,NA,NA,NA
"1101","(128, 113, 22)-(131, 117, 25)","(118, 139, 21)-(131, 117, 25)","hht11",0.3,2,0.791005676462455,0.0465877294447534,1.3142070403957,0.111180923653034
"1102","(128, 113, 22)-(131, 111, 16)","(128, 113, 22)-(131, 117, 25)","hht11",0.3,2,1.16374849787084,-0.021194887169465,1.59141268889328,1.47271192403699
"1103","(131, 111, 15)-(131, 111, 16)","(128, 113, 22)-(131, 111, 16)","hht11",0,NA,NA,NA,NA,NA
"1104","(116, 102, 6)-(131, 111, 16)","(128, 113, 22)-(131, 111, 16)","hht11",0.2,2,0.977563280962346,-0.0947431708760761,0.218600785469511,0.182363871954012
"1105","(116, 101, 6)-(116, 102, 6)","(116, 102, 6)-(131, 111, 16)","hht11",0,NA,NA,NA,NA,NA
"1106","(109, 97, 8)-(116, 102, 6)","(116, 102, 6)-(131, 111, 16)","hht11",0,NA,NA,NA,NA,NA
"1107","(123, 109, 23)-(128, 113, 22)","(128, 113, 22)-(131, 117, 25)","hht11",0,NA,NA,NA,NA,NA
"1108","(118, 139, 21)-(121, 137, 17)","(118, 139, 21)-(122, 152, 25)","hht11",0,NA,NA,NA,NA,NA
"1109","(117, 161, 20)-(121, 165, 25)","(109, 253, 29)-(121, 165, 25)","hht11",0,NA,NA,NA,NA,NA
"1110","(105, 257, 25)-(109, 253, 29)","(109, 253, 29)-(111, 257, 31)","hht11",0.6,2,0.792972493671585,0.0899763988636443,2.93419851713116,2.38731777853176
"1111","(104, 260, 24)-(105, 257, 25)","(105, 257, 25)-(109, 253, 29)","hht11",0.3,2,0.758936425718428,-0.140215201419759,0.82820767047985,0.08606829580404
"1112","(103, 262, 23)-(104, 260, 24)","(104, 260, 24)-(105, 257, 25)","hht11",0.3,2,0.748535241992372,0.166141036202777,2.13819575981505,1.64681903070689
"1113","(103, 262, 23)-(108, 270, 23)","(103, 262, 23)-(104, 260, 24)","hht11",0,NA,NA,NA,NA,NA
"1114","(102, 263, 23)-(103, 262, 23)","(103, 262, 23)-(104, 260, 24)","hht11",0.2,2,1.2482059879084,-0.07466966917814,4.8121120742113,2.8121120742113
"1115","(100, 261, 23)-(102, 263, 23)","(102, 263, 23)-(103, 262, 23)","hht11",0,NA,NA,NA,NA,NA
"1116","(98, 270, 21)-(102, 263, 23)","(102, 263, 23)-(103, 262, 23)","hht11",0,NA,NA,NA,NA,NA
"1117","(102, 262, 26)-(104, 260, 24)","(104, 260, 24)-(105, 257, 25)","hht11",0,NA,NA,NA,NA,NA
"1118","(91, 228, 26)-(105, 257, 25)","(105, 257, 25)-(109, 253, 29)","hht11",0.6,2,1.04448614082297,-0.035035493802772,1.55877111476508,1.03049481162909
"1119","(80, 217, 31)-(91, 228, 26)","(91, 228, 26)-(105, 257, 25)","hht11",0.3,2,0.563469290791563,-0.0118194751838933,0.219026647891668,0.059156805015769
"1120","(78, 215, 32)-(80, 217, 31)","(80, 217, 31)-(91, 228, 26)","hht11",0.3,2,0.924711027623134,-0.156269483152098,10.8017512758508,9.68923376196719
"1121","(76, 213, 34)-(78, 215, 32)","(78, 215, 32)-(80, 217, 31)","hht11",0.2,2,0.872097365653012,0.365406901156613,10.0182517725559,9.11938951868528
"1122","(76, 213, 34)-(78, 211, 35)","(76, 213, 34)-(78, 215, 32)","hht11",0,NA,NA,NA,NA,NA
"1123","(22, 241, 30)-(76, 213, 34)","(76, 213, 34)-(78, 215, 32)","hht11",0,NA,NA,NA,NA,NA
"1124","(44, 205, 46)-(78, 215, 32)","(78, 215, 32)-(80, 217, 31)","hht11",0,NA,NA,NA,NA,NA
"1125","(77, 220, 29)-(80, 217, 31)","(80, 217, 31)-(91, 228, 26)","hht11",0,NA,NA,NA,NA,NA
"1126","(80, 145, 25)-(91, 228, 26)","(91, 228, 26)-(105, 257, 25)","hht11",0.5,2,0.679960575848793,-0.105737850743295,0.242460141403989,0.124467506884687
"1127","(79, 138, 28)-(80, 145, 25)","(80, 145, 25)-(91, 228, 26)","hht11",0.2,2,0.734963820785862,0.279465295760207,4.38738892705748,3.89724186721248
"1128","(79, 138, 28)-(82, 81, 19)","(79, 138, 28)-(80, 145, 25)","hht11",0,NA,NA,NA,NA,NA
"1129","(77, 134, 28)-(79, 138, 28)","(79, 138, 28)-(80, 145, 25)","hht11",0,NA,NA,NA,NA,NA
"1130","(69, 117, 27)-(80, 145, 25)","(80, 145, 25)-(91, 228, 26)","hht11",0.3,2,0.670745989354517,0.0839159019227552,0.134032652449987,0.0451390340469677
"1131","(69, 117, 27)-(73, 114, 24)","(69, 117, 27)-(80, 145, 25)","hht11",0.3,2,1.03261198000486,-0.10084933360484,1.97835904764031,1.8226851541742
"1132","(73, 114, 24)-(76, 104, 9)","(69, 117, 27)-(73, 114, 24)","hht11",0.2,2,1.10183734435446,-0.0746939962460015,0.352201856975779,0.308418529735246
"1133","(76, 104, 9)-(88, 102, 7)","(73, 114, 24)-(76, 104, 9)","hht11",0,NA,NA,NA,NA,NA
"1134","(76, 104, 8)-(76, 104, 9)","(73, 114, 24)-(76, 104, 9)","hht11",0,NA,NA,NA,NA,NA
"1135","(73, 114, 24)-(74, 114, 24)","(69, 117, 27)-(73, 114, 24)","hht11",0,NA,NA,NA,NA,NA
"1136","(67, 115, 28)-(69, 117, 27)","(69, 117, 27)-(80, 145, 25)","hht11",0,NA,NA,NA,NA,NA
"1137","(105, 266, 27)-(111, 257, 31)","(111, 257, 31)-(112, 255, 34)","hht11",0.5,3,0.394478558270703,NA,0.225575172188531,NA
"1138","(105, 266, 27)-(106, 266, 25)","(105, 266, 27)-(111, 257, 31)","hht11",0,NA,NA,NA,NA,NA
"1139","(105, 264, 25)-(105, 266, 27)","(105, 266, 27)-(111, 257, 31)","hht11",0,NA,NA,NA,NA,NA
"1140","(103, 268, 27)-(105, 266, 27)","(105, 266, 27)-(111, 257, 31)","hht11",0.3,2,1.01253257688724,0.0132733333461937,1.71993801405639,0.655861713499405
"1141","(103, 268, 27)-(104, 274, 24)","(103, 268, 27)-(105, 266, 27)","hht11",0.3,3,0.628334052634004,NA,0.823924953933354,NA
"1142","(104, 274, 24)-(105, 276, 20)","(103, 268, 27)-(104, 274, 24)","hht11",0,NA,NA,NA,NA,NA
"1143","(104, 274, 24)-(105, 271, 20)","(103, 268, 27)-(104, 274, 24)","hht11",0,NA,NA,NA,NA,NA
"1144","(100, 279, 26)-(104, 274, 24)","(103, 268, 27)-(104, 274, 24)","hht11",0.2,2,0.73230928362729,-0.0413303226769605,0.179297443666456,0.0201741698488874
"1145","(99, 280, 25)-(100, 279, 26)","(100, 279, 26)-(104, 274, 24)","hht11",0,NA,NA,NA,NA,NA
"1146","(99, 278, 26)-(100, 279, 26)","(100, 279, 26)-(104, 274, 24)","hht11",0,NA,NA,NA,NA,NA
"1147","(100, 269, 26)-(103, 268, 27)","(103, 268, 27)-(105, 266, 27)","hht11",0.2,2,0.669660524512312,0.128423470815919,1.2488943660187,0.044057771751527
"1148","(98, 266, 26)-(100, 269, 26)","(100, 269, 26)-(103, 268, 27)","hht11",0,NA,NA,NA,NA,NA
"1149","(96, 270, 25)-(100, 269, 26)","(100, 269, 26)-(103, 268, 27)","hht11",0,NA,NA,NA,NA,NA
"1150","(116, 255, 30)-(117, 317, 33)","0","hht12",1,2,0.680328611298446,-0.199927851157251,0.297325302388431,0.223562523778528
"1151","(116, 255, 30)-(123, 225, 37)","(116, 255, 30)-(117, 317, 33)","hht12",0.5,2,0.629687146327406,-0.159491901553884,2.67871956258771,2.11530218801329
"1152","(123, 225, 37)-(138, 214, 34)","(116, 255, 30)-(123, 225, 37)","hht12",0.3,2,0.673971152652028,-0.155479399397979,0.417989643008296,0.229479525248968
"1153","(138, 214, 34)-(141, 217, 35)","(123, 225, 37)-(138, 214, 34)","hht12",0.3,2,0.848884481126156,-0.33452091009685,2.73933792281524,0.841447660995534
"1154","(141, 217, 35)-(152, 214, 40)","(138, 214, 34)-(141, 217, 35)","hht12",0,NA,NA,NA,NA,NA
"1155","(141, 217, 35)-(146, 222, 32)","(138, 214, 34)-(141, 217, 35)","hht12",0.2,2,0.688711580078756,0.165869289126024,4.29602477603095,3.60786319393451
"1156","(146, 222, 32)-(197, 250, 37)","(141, 217, 35)-(146, 222, 32)","hht12",0,NA,NA,NA,NA,NA
"1157","(143, 225, 29)-(146, 222, 32)","(141, 217, 35)-(146, 222, 32)","hht12",0,NA,NA,NA,NA,NA
"1158","(129, 203, 31)-(138, 214, 34)","(123, 225, 37)-(138, 214, 34)","hht12",0,NA,NA,NA,NA,NA
"1159","(108, 85, 41)-(123, 225, 37)","(116, 255, 30)-(123, 225, 37)","hht12",0,NA,NA,NA,NA,NA
"1160","(114, 255, 25)-(116, 255, 30)","(116, 255, 30)-(117, 317, 33)","hht12",1,2,0.433173311911111,0.301138064068509,1.55058446987017,1.26160995688294
"1161","(113, 265, 14)-(114, 255, 25)","(114, 255, 25)-(116, 255, 30)","hht12",0.5,2,0.531052615148751,0.126182358021651,0.548985233141776,0.285506863835226
"1162","(111, 268, 12)-(113, 265, 14)","(113, 265, 14)-(114, 255, 25)","hht12",0,NA,NA,NA,NA,NA
"1163","(110, 274, 15)-(113, 265, 14)","(113, 265, 14)-(114, 255, 25)","hht12",0.5,2,0.627788200958933,0.160567918240039,0.667109825193139,0.244901207113018
"1164","(110, 274, 15)-(111, 274, 11)","(110, 274, 15)-(113, 265, 14)","hht12",0,NA,NA,NA,NA,NA
"1165","(105, 282, 17)-(110, 274, 15)","(110, 274, 15)-(113, 265, 14)","hht12",0.3,2,0.587185004040062,0.0252944023553527,0.709954755785653,0.0919337894075396
"1166","(105, 282, 17)-(108, 290, 16)","(105, 282, 17)-(110, 274, 15)","hht12",0.3,2,1.40302705715831,-0.126553286370865,0.705996078391752,0.139952805841114
"1167","(108, 290, 16)-(112, 291, 14)","(105, 282, 17)-(108, 290, 16)","hht12",0.2,2,1.03097247748379,0.141241185734825,1.67392433952256,0.152894047856601
"1168","(112, 291, 14)-(120, 294, 18)","(108, 290, 16)-(112, 291, 14)","hht12",0,NA,NA,NA,NA,NA
"1169","(112, 291, 14)-(113, 284, 14)","(108, 290, 16)-(112, 291, 14)","hht12",0,NA,NA,NA,NA,NA
"1170","(108, 285, 12)-(108, 290, 16)","(105, 282, 17)-(108, 290, 16)","hht12",0,NA,NA,NA,NA,NA
"1171","(104, 285, 16)-(105, 282, 17)","(105, 282, 17)-(110, 274, 15)","hht12",0,NA,NA,NA,NA,NA
"1172","(113, 254, 24)-(114, 255, 25)","(114, 255, 25)-(116, 255, 30)","hht12",0.9,2,4.11298754410298,-0.607095250863734,33.4522545238802,29.0310846525175
"1173","(113, 254, 24)-(122, 166, 28)","(113, 254, 24)-(114, 255, 25)","hht12",0.8,2,0.842613908978462,0.0137167274856169,0.228787409125475,0.0402226475236979
"1174","(120, 141, 29)-(122, 166, 28)","(113, 254, 24)-(122, 166, 28)","hht12",0.6,2,0.711411422795859,0.233655398767211,1.76788895963007,1.57991881436223
"1175","(120, 141, 29)-(123, 137, 28)","(120, 141, 29)-(122, 166, 28)","hht12",0.6,2,1.09242188676809,-0.211301134040584,6.79788659873009,2.31745030014946
"1176","(123, 137, 28)-(135, 114, 58)","(120, 141, 29)-(123, 137, 28)","hht12",0,NA,NA,NA,NA,NA
"1177","(123, 137, 28)-(132, 118, 28)","(120, 141, 29)-(123, 137, 28)","hht12",0.5,2,0.666514161332419,0.131742429322288,0.910790576207474,0.769508223438873
"1178","(132, 118, 28)-(134, 116, 30)","(123, 137, 28)-(132, 118, 28)","hht12",0.5,2,1.24216756142588,-0.0893016634226421,2.21009334635438,1.92805528035088
"1179","(134, 116, 30)-(142, 105, 31)","(132, 118, 28)-(134, 116, 30)","hht12",0.3,2,1.16939492966419,0.0144737656722437,0.374610114868108,0.306454499532451
"1180","(142, 105, 31)-(148, 101, 27)","(134, 116, 30)-(142, 105, 31)","hht12",0.3,2,0.901538333246174,-0.0740100265858585,1.47554376103245,1.37547158888525
"1181","(148, 101, 27)-(151, 77, 26)","(142, 105, 31)-(148, 101, 27)","hht12",0.2,2,1.08789530856101,-0.0909747699370786,0.373396560393977,0.33829602256275
"1182","(151, 76, 26)-(151, 77, 26)","(148, 101, 27)-(151, 77, 26)","hht12",0,NA,NA,NA,NA,NA
"1183","(146, 65, 16)-(151, 77, 26)","(148, 101, 27)-(151, 77, 26)","hht12",0,NA,NA,NA,NA,NA
