,beta,gamma,group
2120,0.681975737,0.346534653,balsa
2121,0.834815756,4.742857143,balsa
2122,0.765695067,4.544827586,balsa
2123,0.88700565,0.837837838,balsa
2124,0.974358974,0.625,balsa
2125,0.74251497,0.077631579,balsa
2126,0.689419795,0.189285714,balsa
2127,0.884514436,8.859470468,balsa
2128,0.848664688,0.123908046,balsa
2129,0.867669173,4.04,balsa
2130,0.867132867,1.85528757,balsa
2131,0.866348449,0.735632184,balsa
2132,0.719008264,1.390625,balsa
2133,0.468992248,1.38372093,balsa
2134,0.925287356,1.472222222,balsa
2135,0.547563805,0.489795918,balsa
2136,0.691919192,11.96388262,balsa
2137,0.824817518,0.089056604,balsa
2138,0.446327684,0.28125,balsa
2139,0.929328622,10.93247588,balsa
2140,0.434146341,0.402439024,pinon
2141,1.97752809,2.757575758,pinon
2142,1.529411765,1.65625,pinon
2143,2.08974359,2.233333333,pinon
2144,0.936651584,0.41025641,pinon
2145,0.90625,1.027777778,pinon
2146,0.616438356,1.179487179,pinon
2147,0.977777778,0.826086957,pinon
2148,0.975,1.8,pinon
2149,0.720930233,2.04,pinon
2150,0.479166667,1.414634146,pinon
2151,3.066666667,3.740740741,pinon
2152,1.269230769,0.9,pinon
2153,2.795454545,5.111111111,pinon
2154,0.88372093,0.742424242,pinon
2155,0.225490196,0.815789474,pinon
2156,1.056338028,0.941176471,pinon
2157,0.979166667,1.740740741,pinon
2158,0.634146341,1.428571429,pinon
2159,0.44,0.625,pinon
2160,0.929577465,2.666666667,pinon
2161,0.393939394,0.625,pinon
2162,0.805714286,1.281690141,pinon
2163,1.206896552,1.470588235,pinon
2164,0.226600985,0.486842105,pinon
2165,0.627659574,0.653846154,pinon
2166,2.126582278,3.516129032,pinon
2167,0.129213483,0.228915663,pinon
2168,1.903225806,2.296296296,pinon
2169,0.398230088,0.607142857,pinon
2170,1.870967742,1.862068966,pinon
2171,0.47145488,0.225806452,pinon
2172,0.527777778,0.408450704,pinon
2173,0.557894737,2.724137931,pinon
2174,0.511627907,0.175675676,pinon
2175,1.299492386,1.333333333,pinon
2176,0.913265306,0.592592593,pinon
2177,1.960893855,3.3125,pinon
2178,2.204081633,1.3,pinon
2179,0.353658537,0.288461538,pinon
2180,0.76119403,0.554054054,pinon
2181,1.117647059,2.024390244,pinon
2182,0.522727273,1.081081081,pinon
2183,1.078651685,3.08,pinon
2184,0.46875,0.337662338,pinon
2185,0.907692308,1.4,pinon
2186,0.634146341,1.625,pinon
2187,1.179487179,0.382022472,pinon
2188,0.771428571,0.516666667,pinon
2189,1.25,2.5,pinon
2190,1.113402062,2.214285714,pinon
2191,0.840707965,1.086956522,pinon
2192,0.894736842,0.571428571,pinon
2193,0.647058824,0.541666667,pinon
2194,1.305263158,0.96,pinon
2195,0.233870968,0.520833333,pinon
2196,2.166666667,3.5,pinon
2197,0.41875,2.172413793,pinon
2198,0.432835821,0.222222222,pinon
2199,1.863636364,2.473684211,pinon
2200,1.87804878,2.166666667,pinon
2201,0.545454545,0.192307692,pinon
2202,0.569105691,0.787234043,pinon
2203,0.458333333,0.623655914,pinon
2204,1.373737374,1.327586207,pinon
2205,0.86407767,1.117647059,pinon
2206,0.921348315,2,pinon
2207,0.256097561,0.355263158,pinon
2208,1.917647059,2.5,pinon
2209,0.413461538,0.424242424,pinon
2210,0.971153846,1.93902439,pinon
2211,1.166666667,2.976190476,pinon
2212,0.245762712,0.181818182,pinon
2213,0.697674419,1.166666667,pinon
2214,0.337606838,0.280701754,pinon
2215,0.235602094,4.285714286,pinon
2216,0.241610738,0.547619048,pinon
2217,0.105263158,0.526315789,pinon
2218,0.690909091,10,pinon
2219,0.410526316,1.029411765,pinon
2220,0.670588235,0.529411765,pinon
2221,0.275362319,0.375,pinon
2222,2.843137255,2.807692308,pinon
2223,1.234375,2.754716981,pinon
2224,0.9,1.8,pinon
2225,0.914893617,0.64516129,pinon
2226,2.414634146,5.25,pinon
2227,1.224299065,0.804878049,pinon
2228,0.72519084,2.272727273,pinon
2229,0.924528302,1.09375,pinon
2230,0.514563107,0.795454545,pinon
2231,0.514285714,1.833333333,pinon
2232,0.617647059,0.954545455,pinon
2233,0.48828125,2,pinon
2234,0.741304348,2.384615385,pinon
2235,0.57771261,0.494623656,pinon
2236,0.890243902,1.4375,pinon
2237,0.97260274,1.695652174,pinon
2238,0.50295858,0.727272727,pinon
2239,0.723404255,0.869565217,pinon
2240,2.191919192,1.358490566,pinon
2241,0.252336449,0.621621622,pinon
2242,0.903225806,0.44,pinon
2243,3.117647059,3.055555556,pinon
2244,0.939393939,0.6875,pinon
2245,0.214285714,0.727272727,pinon
2246,1.343283582,1.377777778,pinon
2247,0.524691358,0.744680851,pinon
2248,1.760869565,2.789473684,pinon
2249,0.429487179,0.566037736,pinon
2250,0.88,0.833333333,pinon
2251,0.914634146,1.04,pinon
2252,0.966101695,4.875,pinon
2253,0.775862069,1.333333333,pinon
2254,0.777777778,0.857142857,pinon
2255,0.39382716,2.281690141,pinon
2256,0.238341969,0.779661017,pinon
2257,0.892307692,0.861111111,pinon
2258,2.513513514,2.538461538,pinon
2259,1.047619048,0.71875,pinon
2260,0.931818182,0.782608696,pinon
2261,0.902439024,0.666666667,pinon
2262,0.727272727,1.388888889,pinon
2263,0.974358974,0.134615385,pinon
2264,0.154471545,0.186046512,pinon
2265,1.736842105,0.590909091,pinon
2266,1.416666667,1.923076923,pinon
2267,0.385026738,0.76,pinon
2268,1.671428571,1.571428571,pinon
2269,0.185,0.34,pinon
2270,1.117647059,1.08,pinon
2271,0.595238095,1.470588235,pinon
2272,2.098591549,2.227272727,pinon
2273,1.978723404,2.875,pinon
2274,1.260869565,1.142857143,pinon
2275,2.53968254,3.5,pinon
2276,0.44375,1,pinon
2277,2.010416667,1.361702128,pinon
2278,0.313953488,0.666666667,pinon
2279,2.154761905,1.56,pinon
2280,0.480620155,0.46875,pinon
2281,0.887096774,1.133333333,pinon
2282,0.952380952,2.166666667,pinon
2283,0.872483221,0.673076923,pinon
2284,1.885245902,1.461538462,pinon
2285,1.68852459,2.647058824,pinon
2286,0.416666667,0.361111111,pinon
2287,0.339805825,0.822222222,pinon
2288,0.717241379,1.444444444,pinon
2289,0.625,2,pinon
2290,1.435114504,3.944444444,pinon
2291,0.888888889,0.914285714,pinon
2292,0.921052632,0.8,pinon
2293,1.370967742,1.225,pinon
2294,1.516666667,1.414634146,pinon
2295,0.61971831,3.15,pinon
2296,0.930769231,1.14,pinon
2297,0.345132743,0.277777778,pinon
2298,0.630872483,0.351351351,pinon
2299,1.926829268,7.4,pinon
2300,0.35443038,0.513513514,pinon
2301,1.15037594,1.678571429,pinon
2302,0.490196078,1.4,pinon
2303,0.869047619,1.28,pinon
2304,1.234177215,0.753246753,pinon
2305,1.679389313,0.75,pinon
2306,1.45212766,1.115384615,pinon
2307,0.492682927,0.614035088,pinon
2308,0.292576419,0.352941176,pinon
2309,1.417910448,2.611111111,pinon
2310,0.901960784,1.678571429,pinon
2311,2.520833333,2.296296296,pinon
2312,0.785714286,2.277777778,pinon
2313,0.852348993,1.08,pinon
2314,1.303867403,1.5,pinon
2315,0.334745763,0.637681159,pinon
2316,0.75,1.628571429,pinon
2317,1.746376812,0.944444444,pinon
2318,0.59375,1.086956522,pinon
2319,0.75,1.028571429,pinon
2320,1.904458599,1.166666667,pinon
2321,1.471428571,2.407407407,pinon
2322,0.788461538,1.782608696,pinon
2323,0.953846154,0.866666667,pinon
2324,1.403225806,2.769230769,pinon
2325,0.607142857,7.333333333,pinon
2326,0.764705882,1.045454545,pinon
2327,0.259574468,0.857142857,pinon
2328,1.5,1.25,pinon
2329,1.97826087,1.708333333,pinon
2330,0.89539749,1.014285714,pinon
2331,2.659793814,1.875,pinon
2332,1,1.2,pinon
2333,0.096638655,0.272727273,pinon
2334,0.859813084,0.577464789,pinon
2335,1.666666667,1.888888889,pinon
2336,0.35483871,0.431372549,pinon
2337,0.355769231,1.352941176,pinon
2338,0.459459459,0.47826087,pinon
2339,0.949152542,1.24137931,pinon
2340,0.25095057,0.391891892,pinon
2341,0.978609626,1.446808511,pinon
2342,1.617283951,6,pinon
2343,0.901408451,1.666666667,pinon
2344,0.98630137,0.772727273,pinon
2345,0.990740741,1.588235294,pinon
2346,0.716814159,2.727272727,pinon
2347,0.906542056,2.714285714,pinon
2348,1.25,1.578947368,pinon
2349,0.627906977,0.965517241,pinon
2350,0.948717949,1.153846154,pinon
2351,0.586419753,0.68627451,pinon
2352,1.730769231,1.387755102,pinon
2353,0.146919431,0.344827586,pinon
2354,0.317073171,0.403508772,pinon
2355,1.220689655,1.387755102,pinon
2356,0.350282486,0.485294118,pinon
2357,0.181818182,0.266666667,pinon
2358,1.242718447,3,pinon
2359,0.46,0.6875,pinon
2360,0.717391304,1.090909091,pinon
2361,0.666666667,1,pinon
2362,0.481481481,7.833333333,pinon
2363,1.866666667,1.8,pinon
2364,0.26119403,0.289473684,pinon
2365,0.262626263,1.111111111,pinon
2366,0.864285714,0.923076923,pinon
2367,0.479338843,1.291666667,pinon
2368,1,0.935483871,pinon
2369,0.612244898,1.5,pinon
2370,1.443181818,0.777777778,pinon
2371,0.755319149,1.526315789,pinon
2372,0.228346457,1.095238095,pinon
2373,0.622641509,1.85,pinon
2374,1.475935829,1.3,pinon
2375,0.373188406,0.487179487,pinon
2376,0.764705882,1.357142857,pinon
2377,0.694444444,1.176470588,pinon
2378,2.691489362,1.575,pinon
2379,1.76744186,4.1,pinon
2380,1.013333333,1.375,pinon
2381,1.618421053,2.818181818,pinon
2382,0.403846154,0.818181818,pinon
2383,0.966666667,0.944444444,pinon
2384,1.368055556,0.577777778,pinon
2385,0.421319797,0.961538462,pinon
2386,0.554216867,1.72,pinon
2387,0.789473684,0.8,pinon
2388,0.878787879,0.884615385,pinon
2389,0.944444444,0.689655172,pinon
2390,0.8,2.307692308,pinon
2391,0.670454545,0.866666667,pinon
2392,1.663265306,2.75,pinon
2393,1.666666667,1.681818182,pinon
2394,0.4,0.621621622,pinon
2395,0.196319018,0.345454545,pinon
2396,1.125,0.894736842,pinon
2397,0.918918919,0.777777778,pinon
2398,0.438967136,0.914285714,pinon
2399,0.172588832,0.361702128,pinon
2400,1.905405405,0.96875,pinon
2401,0.966666667,4.5,pinon
2402,0.20754717,0.415384615,pinon
2403,0.22459893,0.125,pinon
2404,0.451104101,0.662921348,pinon
2405,0.433566434,0.593220339,pinon
2406,0.632653061,0.7,pinon
2407,1.49122807,9.2,pinon
2408,1.661016949,2.324324324,pinon
2409,1.93877551,1,pinon
2410,0.942105263,1.268292683,pinon
2411,1.84057971,1.163636364,pinon
2412,0.23929471,1.307692308,pinon
2413,1.088607595,1.071428571,pinon
2414,0.884615385,0.178571429,pinon
2415,0.913043478,0.214285714,pinon
2416,0.235294118,0.2,pinon
2417,0.87755102,0.466666667,pinon
2418,0.88372093,0.714285714,pinon
2419,1.457142857,0.970588235,pinon
2420,1,2.6,pinon
2421,0.966101695,1.19047619,pinon
2422,0.596491228,0.28,pinon
2423,2.127272727,1.92,pinon
2424,1.446808511,2.25,pinon
2425,0.404624277,1.47826087,pinon
2426,1.169811321,0.848484848,pinon
2427,1.12195122,1.428571429,pinon
2428,1.291208791,1.731707317,pinon
2429,1.176870748,1.027777778,pinon
2430,1.008474576,1.310344828,pinon
2431,0.193277311,0.631578947,pinon
2432,0.564102564,0.621621622,pinon
2433,0.196319018,0.268292683,pinon
2434,1,2.294117647,pinon
2435,0.473429952,0.769230769,pinon
2436,1.857142857,1.9,pinon
2437,0.274725275,0.921052632,pinon
2438,0.286604361,0.294117647,pinon
2439,1.902173913,3.866666667,pinon
2440,1.028571429,0.2,pinon
2441,0.663366337,0.637931034,pinon
2442,1.634615385,0.913043478,pinon
2443,0.20952381,0.184210526,pinon
2444,1.597560976,1.029411765,pinon
2445,0.349206349,0.703703704,pinon
2446,0.61,3.6875,pinon
2447,1.590643275,1.347826087,pinon
2448,0.228571429,0.393442623,pinon
2449,0.352040816,0.402777778,pinon
2450,0.771812081,1.761904762,pinon
2451,0.469565217,0.513513514,pinon
2452,1.725,1.5,pinon
2453,0.685185185,0.894736842,pinon
2454,0.25170068,0.253333333,pinon
2455,1.361702128,0.909090909,pinon
2456,0.942028986,3.45,pinon
2457,1.463414634,2.25,pinon
2458,0.538461538,0.536231884,pinon
2459,1,0.18,pinon
2460,0.875,0.303030303,pinon
2461,0.636363636,0.197674419,pinon
2462,1.344086022,0.96969697,pinon
2463,0.923076923,0.666666667,pinon
2464,1.743902439,0.675,pinon
2465,0.276595745,1.368421053,pinon
2466,0.288732394,1.136363636,pinon
2467,0.780487805,0.76,pinon
2468,0.859459459,0.75862069,pinon
2469,1.641509434,1.931818182,pinon
2470,1.172727273,1.09375,pinon
2471,0.866666667,0.785714286,pinon
2472,0.923076923,0.909090909,pinon
2473,1.211678832,0.666666667,pinon
2474,0.307228916,0.611111111,pinon
2475,0.625,1.142857143,pinon
2476,0.733333333,0.625,pinon
2477,1.589147287,3.35,pinon
2478,0.917647059,0.513513514,pinon
2479,0.730769231,1.052631579,pinon
2480,2.298701299,4.230769231,pinon
2481,0.891304348,0.918918919,pinon
2482,0.885714286,0.5,pinon
2483,0.852631579,1.25,pinon
2484,1.763636364,1.555555556,pinon
2485,0.679012346,0.833333333,pinon
2486,1.404761905,0.971428571,pinon
2487,0.702702703,0.631578947,pinon
2488,0.783783784,0.609756098,pinon
2489,0.155477032,0.32,pinon
2490,0.318181818,0.430769231,pinon
2491,0.318681319,0.714285714,pinon
2492,0.730769231,1.310344828,pinon
2493,0.8,0.757575758,pinon
2494,1.838028169,2.431818182,pinon
2495,0.126696833,0.357142857,pinon
2496,0.421568627,1,pinon
2497,0.418604651,0.666666667,pinon
2498,0.916666667,0.833333333,pinon
2499,0.666666667,1.114285714,pinon
2500,1.2,0.256410256,pinon
2501,0.235294118,0.367647059,pinon
2502,0.888888889,0.88,pinon
2503,0.944444444,1.294117647,pinon
2504,2.390243902,2.8,pinon
2505,0.714285714,1.846153846,pinon
2506,1.5,1.277777778,pinon
2507,0.25203252,0.543478261,pinon
2508,1.09352518,1.984126984,pinon
2509,0.720930233,0.575,pinon
2510,0.169565217,0.26984127,pinon
2511,1.897727273,4.2,pinon
2512,0.948717949,0.566666667,pinon
2513,0.525641026,0.606060606,pinon
2514,0.710982659,1.032786885,pinon
2515,0.707317073,0.873015873,pinon
2516,0.804878049,0.710526316,pinon
2517,1.711538462,1.2,pinon
2518,0.661016949,0.875,pinon
2519,1.295454545,0.191489362,pinon
2520,0.8,0.925,pinon
2521,0.468468468,0.744186047,pinon
2522,1.596153846,0.9375,pinon
2523,1.795454545,0.8,pinon
2524,1.136363636,0.210526316,pinon
2525,2.217391304,2.470588235,pinon
2526,0.284313725,0.523809524,pinon
2527,0.197183099,0.490566038,pinon
2528,0.981818182,1.25,pinon
2529,1.481481481,3.45,pinon
2530,0.695652174,0.727272727,pinon
2531,0.666666667,0.705882353,pinon
2532,0.678571429,0.152542373,pinon
2533,0.929032258,1.565217391,pinon
2534,0.527777778,1.111111111,pinon
2535,0.604651163,0.611111111,pinon
2536,0.325892857,0.771929825,pinon
2537,0.13253012,0.262295082,pinon
2538,0.203208556,0.5,pinon
2539,0.552631579,0.653846154,pinon
2540,0.489051095,0.76744186,pinon
2541,0.487179487,0.42,pinon
2542,0.745762712,8,pinon
2543,0.975308642,0.933333333,pinon
2544,0.846153846,10,pinon
2545,1.306122449,1.636363636,pinon
2546,0.621848739,0.517241379,pinon
2547,0.815384615,9,pinon
2548,1.043478261,0.178082192,pinon
2549,1.025,0.196721311,pinon
2550,0.39047619,0.511111111,pinon
2551,1.782608696,1.333333333,pinon
2552,0.647058824,0.787878788,pinon
2553,0.866666667,0.270833333,pinon
2554,0.666666667,1.166666667,pinon
2555,0.659090909,1,pinon
2556,0.907216495,0.75,pinon
2557,2.111111111,0.647058824,pinon
2558,2.056818182,2.444444444,pinon
2559,1.097560976,0.134615385,pinon
2560,0.986013986,0.333333333,pinon
2561,1.565217391,2.5,pinon
2562,0.208333333,0.5,pinon
2563,0.217391304,0.638888889,pinon
2564,0.393442623,0.568181818,pinon
2565,0.688073394,0.976744186,pinon
2566,0.714285714,0.705882353,pinon
2567,0.542857143,0.382352941,pinon
2568,0.314606742,0.280701754,pinon
2569,0.228571429,0.96,pinon
2570,0.782608696,0.296875,pinon
2571,0.55,1.25,pinon
2572,0.825503356,1.25,pinon
2573,0.696629213,0.744186047,pinon
2574,0.888888889,5.285714286,pinon
2575,0.447154472,0.783333333,pinon
2576,1.31372549,0.857142857,pinon
2577,0.688888889,0.710526316,pinon
2578,0.86,0.180555556,pinon
2579,0.9375,0.214285714,pinon
2580,1.272727273,0.227272727,pinon
2581,0.659090909,0.146666667,pinon
2582,0.942857143,0.168831169,pinon
2583,0.111111111,0.150684932,pinon
2584,0.470588235,0.430769231,pinon
2585,0.65625,0.642857143,pinon
2586,0.858024691,1.291666667,pinon
2587,0.666666667,1.588235294,pinon
2588,0.323741007,0.64516129,pinon
2589,1.038461538,1.03125,pinon
2590,0.962962963,1.454545455,pinon
2591,0.781818182,2.2,pinon
2592,0.943181818,2.051282051,pinon
2593,0.777777778,0.231884058,pinon
2594,0.927797834,1.158730159,pinon
2595,0.886792453,3.588235294,pinon
2596,0.489361702,0.459016393,pinon
2597,1.162162162,0.298245614,pinon
2598,0.657142857,0.134328358,pinon
2599,0.857142857,0.220588235,pinon
2600,0.557377049,0.186046512,pinon
2601,0.863636364,0.468085106,pinon
2602,0.763636364,0.168831169,pinon
2603,0.857142857,1.846153846,pinon
2604,0.757142857,0.206185567,pinon
2605,0.701834862,1.225806452,pinon
2606,0.721518987,0.196078431,pinon
2607,0.875,0.180327869,pinon
2608,0.731182796,0.159574468,pinon
2609,1.040816327,0.23364486,pinon
2610,1.314285714,1.179487179,pinon
2611,1.00990099,0.771428571,pinon
2612,0.5,0.615384615,pinon
2613,0.186666667,1.588235294,ponderosa
2614,0.410714286,0.244444444,ponderosa
2615,0.553846154,2.746478873,ponderosa
2616,0.45,1.275,ponderosa
2617,0.35,2.773109244,ponderosa
2618,0.708333333,0.90070922,ponderosa
2619,0.705882353,1.078740157,ponderosa
2620,0.837209302,2.512820513,ponderosa
2621,0.138888889,2.102040816,ponderosa
2622,0.766666667,0.24,ponderosa
2623,0.6,0.204347826,ponderosa
2624,0.7,0.192682927,ponderosa
2625,1.333333333,1.191489362,ponderosa
2626,0.666666667,0.333333333,ponderosa
2627,1,0.395833333,ponderosa
2628,0.588235294,0.580952381,ponderosa
2629,0.545454545,2.275862069,ponderosa
2630,0.375,0.34,ponderosa
2631,0.75,2.159090909,ponderosa
2632,1,2.882352941,ponderosa
2633,0.666666667,3,ponderosa
2634,0.9,0.729411765,ponderosa
2635,0.520833333,0.1875,ponderosa
2636,0.413793103,1.072727273,ponderosa
2637,0.44,3.066666667,ponderosa
2638,0.35,0.898305085,ponderosa
2639,0.247826087,2.9,ponderosa
2640,0.272727273,0.72826087,ponderosa
2641,0.964705882,0.967741935,ponderosa
2642,0.761904762,0.254716981,ponderosa
2643,0.611111111,3.559322034,ponderosa
2644,0.760869565,1.924242424,ponderosa
2645,1,2.466666667,ponderosa
2646,0.307142857,1.408163265,ponderosa
2647,0.727272727,0.485714286,ponderosa
2648,0.685714286,0.62992126,ponderosa
2649,0.425,0.578947368,ponderosa
2650,0.43902439,0.601351351,ponderosa
2651,0.416666667,3.068181818,ponderosa
2652,0.9375,1.019607843,ponderosa
2653,0.880597015,0.646464646,ponderosa
2654,0.4,0.907216495,ponderosa
2655,0.96,0.894230769,ponderosa
2656,1.05,2.081081081,ponderosa
2657,0.863157895,2.069767442,ponderosa
2658,0.923076923,0.552631579,ponderosa
2659,0.573170732,1.157303371,ponderosa
2660,0.921052632,1.1,ponderosa
2661,0.819672131,0.736842105,ponderosa
2662,0.928571429,2.613636364,ponderosa
2663,0.97826087,2.692307692,ponderosa
2664,0.387931034,3.234375,ponderosa
2665,0.850746269,1.136752137,ponderosa
2666,0.12,0.412244898,ponderosa
2667,0.894736842,1.066666667,ponderosa
2668,0.6,4,ponderosa
2669,0.859649123,0.278195489,ponderosa
2670,0.186046512,0.747126437,ponderosa
2671,0.867647059,2.479166667,ponderosa
2672,0.578313253,4.830188679,ponderosa
2673,0.666666667,0.704545455,ponderosa
2674,0.87755102,3.405405405,ponderosa
2675,0.141463415,4.5,ponderosa
2676,0.475,2.523076923,ponderosa
2677,0.738095238,5.111111111,ponderosa
2678,0.689655172,0.950617284,ponderosa
2679,0.816901408,3.366834171,ponderosa
2680,0.758064516,0.881987578,ponderosa
2681,0.199468085,1.826923077,ponderosa
2682,0.358333333,1.488222698,ponderosa
2683,0.865384615,0.614457831,ponderosa
2684,0.613333333,1.789473684,ponderosa
2685,0.5,1.622222222,ponderosa
2686,0.73,2.479452055,ponderosa
2687,0.85,0.709090909,ponderosa
2688,0.610526316,0.541666667,ponderosa
2689,0.6,0.339041096,ponderosa
2690,1.012658228,3.013157895,ponderosa
2691,0.657534247,0.486187845,ponderosa
2692,0.882352941,0.948717949,ponderosa
2693,0.248484848,3.032786885,ponderosa
2694,0.65,0.670742358,ponderosa
2695,0.705882353,0.419354839,ponderosa
2696,0.882352941,0.881395349,ponderosa
2697,0.206896552,3.30952381,ponderosa
2698,0.402439024,0.351351351,ponderosa
2699,0.833333333,1.353846154,ponderosa
2700,0.420863309,1.625,ponderosa
2701,0.766666667,0.284172662,ponderosa
2702,0.953846154,2.508196721,ponderosa
2703,0.374531835,5.128205128,ponderosa
2704,0.427350427,3.107692308,ponderosa
2705,0.782608696,1.569620253,ponderosa
2706,0.838709677,0.176470588,ponderosa
2707,0.923076923,1.289855072,ponderosa
2708,0.7,0.765,ponderosa
2709,0.427272727,1.462121212,ponderosa
2710,0.730769231,2.074074074,ponderosa
2711,0.375,1.370786517,ponderosa
2712,0.514285714,0.647058824,ponderosa
2713,0.545454545,2.355555556,ponderosa
2714,0.769230769,2.833333333,ponderosa
2715,0.433333333,0.914634146,ponderosa
2716,0.666666667,0.698113208,ponderosa
2717,0.642857143,0.525423729,ponderosa
2718,0.412280702,1.388667992,ponderosa
2719,0.5,1.249403509,ponderosa
2720,0.585106383,0.69052732,ponderosa
2721,0.54375,3.945244957,ponderosa
2722,0.78019802,3.32,ponderosa
2723,0.526436782,0.688823959,ponderosa
2724,0.710659898,0.359437751,ponderosa
2725,0.807086614,2.444776119,ponderosa
2726,0.571428571,0.868715084,ponderosa
2727,0.427586207,0.852272727,GS Tips
2728,0.290322581,0.293333333,GS Tips
2729,0.539473684,2.012658228,GS Tips
2730,0.46,0.159259259,GS Tips
2731,0.754098361,1.197674419,GS Tips
2732,0.487804878,0.314465409,GS Tips
2733,0.52173913,0.475728155,GS Tips
2734,0.607594937,1.051829268,GS Tips
2735,0.148247978,0.823529412,GS Tips
2736,0.608695652,1.647058824,GS Tips
2737,0.810344828,2.923076923,GS Tips
2738,0.460416667,2.81420765,GS Tips
2739,0.58961039,5.910714286,GS Tips
2740,0.425339367,0.776699029,GS Tips
2741,0.438848921,0.398895028,GS Tips
2742,0.584269663,0.731182796,GS Tips
2743,0.371014493,2.360824742,GS Tips
2744,0.464052288,2.535087719,GS Tips
2745,0.367424242,4.556818182,GS Tips
2746,0.64084507,0.785467128,GS Tips
2747,0.418803419,3.482142857,GS Tips
2748,0.880208333,0.654545455,GS Tips
2749,0.50887574,3.236111111,GS Tips
2750,0.473684211,1.440860215,GS Tips
2751,0.649350649,0.8,GS Tips
2752,0.36969697,1.168224299,GS Tips
2753,0.489707476,1.172727273,GS Tips
2754,1.456284153,4.328,GS Tips
2755,0.587443946,1.203252033,GS Tips
2756,0.429824561,0.857142857,GS Tips
2757,0.709302326,0.765625,GS Tips
2758,0.434343434,1.673913043,GS Tips
2759,0.683823529,0.777777778,GS Tips
2760,1.338709677,3.051020408,GS Tips
2761,1.176470588,3.903614458,GS Tips
2762,0.855932203,0.575342466,GS Tips
2763,0.472868217,0.415584416,GS Tips
2764,0.834482759,2.333333333,GS Tips
2765,1.202970297,3.154761905,GS Tips
2766,0.845714286,1.685393258,GS Tips
2767,0.483870968,0.352601156,GS Tips
2768,0.533783784,1.473333333,GS Tips
2769,0.773351648,1.890410959,GS Tips
2770,0.664670659,3.164383562,GS Tips
2771,0.490990991,1.255411255,GS Tips
2772,0.470930233,2.229007634,GS Tips
2773,0.514705882,1.269230769,GS Tips
2774,1.477777778,4.702702703,GS Tips
2775,0.243339254,2.079710145,GS Tips
2776,0.445255474,0.68641115,GS Tips
2777,0.706521739,1.682926829,GS Tips
2778,0.604651163,0.9453125,GS Tips
2779,0.456221198,1.736607143,GS Tips
2780,0.518518519,3.18627451,GS Tips
2781,0.462427746,2.727272727,GS Tips
2782,0.591304348,3.886792453,GS Tips
2783,0.75,0.422222222,GS Tips
2784,0.45631068,0.363057325,GS Tips
2785,0.424836601,1.201680672,GS Tips
2786,0.282051282,1.987261146,GS Tips
2787,0.544642857,2.932432432,GS Tips
2788,0.642276423,2.786324786,GS Tips
2789,0.173989455,2.420289855,GS Tips
2790,0.242362525,3.764705882,GS Tips
2791,0.788844622,1.9921875,GS Tips
2792,0.222222222,1.596899225,GS Tips
2793,0.463414634,1.057142857,GS Tips
2794,0.51010101,1.078431373,GS Tips
2795,0.815533981,1.036036036,GS Tips
2796,1.053571429,1.713043478,GS Tips
2797,0.343845371,1.024539877,GS Tips
2798,0.076712329,0.297777778,GS Tips
2799,0.721311475,1.484375,GS Tips
2800,0.857758621,2.274725275,GS Tips
2801,0.118181818,0.159493671,GS Tips
2802,0.64321608,0.671497585,GS Tips
2803,0.620253165,0.783783784,GS Tips
2804,1.56302521,2.819444444,GS Tips
2805,0.559171598,0.562874251,GS Tips
2806,0.401337793,2.181818182,GS Tips
2807,0.907051282,1.103448276,GS Tips
2808,0.533333333,0.119791667,GS Tips
2809,0.703703704,2.571428571,GS Tips
2810,0.46875,2.347826087,GS Tips
2811,1.015748031,2.363636364,GS Tips
2812,0.555555556,2.755319149,GS Tips
2813,0.294776119,2.261538462,GS Tips
2814,0.384778013,0.409961686,GS Tips
2815,0.868131868,0.691588785,GS Tips
2816,0.797468354,2.175675676,GS Tips
2817,0.407480315,3.220779221,GS Tips
2818,0.594202899,0.89516129,GS Tips
2819,0.358490566,2.005847953,GS Tips
2820,0.312195122,2.244680851,GS Tips
2821,0.467391304,3.096103896,GS Tips
2822,0.67,0.469026549,GS Tips
2823,0.754512635,1.889273356,GS Tips
2824,0.626794258,0.203296703,GS Tips
2825,0.503916449,2.620134228,GS Tips
2826,0.735849057,3.410958904,GS Tips
2827,0.465811966,0.267068273,GS Tips
2828,0.90647482,1.101895735,GS Tips
2829,0.618421053,1.277310924,GS Tips
2830,0.70212766,0.486842105,GS Tips
2831,0.351791531,3.256944444,GS Tips
2832,0.450672646,0.566666667,GS Tips
2833,0.656716418,2.919117647,GS Tips
2834,0.365,2.724637681,GS Tips
2835,0.816091954,5.045454545,GS Tips
2836,0.539130435,1.857142857,GS Tips
2837,0.319870759,0.301075269,GS Tips
2838,0.677777778,2.551724138,GS Tips
2839,0.391634981,4.918918919,GS Tips
2840,0.426470588,0.419213974,GS Tips
2841,0.717647059,1.137931034,GS Tips
2842,0.535353535,6.214285714,GS Tips
2843,1.283687943,1.52,GS Tips
2844,0.317460317,5.40625,GS Tips
2845,0.362676056,3.396551724,GS Tips
2846,0.194852941,0.203174603,GS Tips
2847,0.365079365,2.05785124,GS Tips
2848,0.453125,1.046357616,GS Tips
2849,0.808743169,0.71,GS Tips
2850,0.661290323,2.565217391,GS Tips
2851,0.513513514,2.535211268,GS Tips
2852,0.554621849,0.975,GS Tips
2853,0.803030303,0.871794872,GS Tips
